Query,Rank,Video,Distance
introduction to stacks and queues,5,fQbBPa0ADvs,18.4837
how hash tables work,1,mrRfPVm9nAY,17.326
how hash tables work,2,26ls5lNiijk,17.5903
how hash tables work,3,kb_scuDUHls,18.2794
how hash tables work,4,u1T8yyEEKWY,18.4147
how hash tables work,5,Fi8vnYgMiHA,18.6787
time complexity explained,1,Tbqmz0ZP8q8,17.7461
time complexity explained,2,LsY7U2Muau8,18.8216
time complexity explained,3,BRksIg2jkbo,19.0047
time complexity explained,4,UtV8MfnuIEg,19.0146
time complexity explained,5,_fGRKMQMl68,19.2024
big o notation tutorial,1,cfOI7PBhkWk,18.5161
big o notation tutorial,2,GpxFF82I8Nk,18.7144
big o notation tutorial,3,ry_mcAPVTOc,18.7824
big o notation tutorial,4,GAZkxw6DJJE,18.8957
big o notation tutorial,5,DosHnyq78xY,19.1616
algorithm optimization techniques,1,MZVyASCY8sQ,17.9672
algorithm optimization techniques,2,LsY7U2Muau8,18.2315
algorithm optimization techniques,3,GAZkxw6DJJE,18.3518
algorithm optimization techniques,4,xwI5OBEnsZU,18.4015
algorithm optimization techniques,5,mrRfPVm9nAY,18.565
common data structures used in software engineering,1,mrRfPVm9nAY,14.545
common data structures used in software engineering,2,26ls5lNiijk,16.7484
common data structures used in software engineering,3,g_3IKHG-rfA,17.6714
common data structures used in software engineering,4,hM2T45qbIPI,17.7
common data structures used in software engineering,5,xwI5OBEnsZU,17.7296
sorting algorithms explained,1,LsY7U2Muau8,18.2575
sorting algorithms explained,2,mrRfPVm9nAY,18.6302
sorting algorithms explained,3,GAZkxw6DJJE,19.0144
sorting algorithms explained,4,Ai00MsNabaE,19.0676
sorting algorithms explained,5,Fi8vnYgMiHA,19.2903
searching algorithms in programming,1,mrRfPVm9nAY,16.5914
searching algorithms in programming,2,GAZkxw6DJJE,16.9708
searching algorithms in programming,3,gmuTjeQUbTM,17.1775
searching algorithms in programming,4,MZVyASCY8sQ,17.2536
searching algorithms in programming,5,66hDgWottdA,17.2834
introduction to machine learning,1,MZVyASCY8sQ,16.9006
introduction to machine learning,2,tr5Fapv80Cw,17.8046
introduction to machine learning,3,wu8npoU37cI,17.9682
introduction to machine learning,4,bB5eA7vU9W8,18.2017
introduction to machine learning,5,mvleESOUTRw,18.2574
how machine learning works,1,MZVyASCY8sQ,16.7214
how machine learning works,2,tVskbekONlw,17.6101
how machine learning works,3,aokdrllzkFQ,18.07
how machine learning works,4,mvleESOUTRw,18.1498
how machine learning works,5,wu8npoU37cI,18.159
supervised vs unsupervised learning,1,7G9q_5q82hY,18.0786
supervised vs unsupervised learning,2,tVskbekONlw,18.5313
supervised vs unsupervised learning,3,MZVyASCY8sQ,18.7407
supervised vs unsupervised learning,4,Q5U-b6gRTaY,18.78
supervised vs unsupervised learning,5,G9JxuWk7BDA,18.8
neural networks explained simply,1,tfpGS_doPvY,14.911
neural networks explained simply,2,kRv2ElPNAdY,15.4021
neural networks explained simply,3,MZVyASCY8sQ,15.8527
neural networks explained simply,4,wu8npoU37cI,16.4819
neural networks explained simply,5,pdleuy5lljY,17.6909
what is deep learning,1,tfpGS_doPvY,15.3785
what is deep learning,2,kRv2ElPNAdY,17.4186
what is deep learning,3,D5F8kp_azzw,17.5825
what is deep learning,4,mvleESOUTRw,18.0641
what is deep learning,5,wu8npoU37cI,18.1835
how AI models are trained,1,MZVyASCY8sQ,14.2928
how AI models are trained,2,wu8npoU37cI,15.7289
how AI models are trained,3,YtHdaXuOAks,15.8488
how AI models are trained,4,aokdrllzkFQ,16.0417
how AI models are trained,5,WKIjkxxNH0c,16.1108
machine learning project ideas,1,mvleESOUTRw,15.4606
machine learning project ideas,2,Q5U-b6gRTaY,16.2321
machine learning project ideas,3,xJjxQjZTryI,16.633
machine learning project ideas,4,tr5Fapv80Cw,16.8436
machine learning project ideas,5,B0TJC4lmzEM,17.166
building ML models step by step,1,tVskbekONlw,15.5466
building ML models step by step,2,tr5Fapv80Cw,16.2657
building ML models step by step,3,MZVyASCY8sQ,16.3195
building ML models step by step,4,EO8QoyRSVaw,16.5071
building ML models step by step,5,p3sij8QzONQ,16.5291
practical applications of machine learning,1,MZVyASCY8sQ,17.6721
practical applications of machine learning,2,tVskbekONlw,18.0874
practical applications of machine learning,3,tr5Fapv80Cw,18.1311
practical applications of machine learning,4,MdEexYakkHw,18.1494
practical applications of machine learning,5,mvleESOUTRw,18.4125
AI tools developers should know,1,MdEexYakkHw,13.7423
AI tools developers should know,2,6_qwLx8jwBY,14.6353
AI tools developers should know,3,YtHdaXuOAks,14.7254
AI tools developers should know,4,MZVyASCY8sQ,15.1101
AI tools developers should know,5,aokdrllzkFQ,15.2798
how to build a web application,1,KOutPbKc9UM,14.4549
how to build a web application,2,Vs4hQsDpxww,15.8918
how to build a web application,3,yguDjZcUpH8,15.9285
how to build a web application,4,xH9ZKsTY73Y,16.0804
how to build a web application,5,c6IyCwAV6BY,16.7606
front end vs back end development,1,KOutPbKc9UM,16.9648
front end vs back end development,2,cw02dMpWStI,17.5781
front end vs back end development,3,xH9ZKsTY73Y,17.7526
front end vs back end development,4,c1Op7YSTwhg,17.7569
front end vs back end development,5,W4M-g9wsEC4,17.8294
introduction to HTML CSS JavaScript,1,c6IyCwAV6BY,15.4349
introduction to HTML CSS JavaScript,2,Vs4hQsDpxww,16.2685
introduction to HTML CSS JavaScript,3,yguDjZcUpH8,16.2991
introduction to HTML CSS JavaScript,4,tPkJLnDqAKk,16.6556
introduction to HTML CSS JavaScript,5,8Si7eCfEpB0,17.1494
how APIs work in web development,1,ll1mpTJ4qBU,15.9875
how APIs work in web development,2,KOutPbKc9UM,16.6978
how APIs work in web development,3,UsfpzxZNsPo,17.675
how APIs work in web development,4,HEGrkgpe7-Y,17.7171
how APIs work in web development,5,YtHdaXuOAks,17.8699
building REST APIs explained,1,ll1mpTJ4qBU,15.7839
building REST APIs explained,2,KOutPbKc9UM,15.9702
building REST APIs explained,3,jBf7of9JTV8,17.3815
building REST APIs explained,4,21_I-12f5JE,17.5283
building REST APIs explained,5,W4M-g9wsEC4,17.5837
full stack development roadmap,1,yguDjZcUpH8,16.5391
full stack development roadmap,2,lIghF_OewYg,16.8329
full stack development roadmap,3,xH9ZKsTY73Y,16.8741
full stack development roadmap,4,I2LoiJWCKxc,17.116
full stack development roadmap,5,cfOI7PBhkWk,17.1359
how to deploy a web application,1,lEcULR30-GM,15.9424
how to deploy a web application,2,9vkkJ4tC4SQ,17.6151
how to deploy a web application,3,KOutPbKc9UM,17.867
how to deploy a web application,4,HEGrkgpe7-Y,18.1798
how to deploy a web application,5,Vs4hQsDpxww,18.7245
modern JavaScript frameworks overview,1,Kt2E8nblvXU,15.2309
modern JavaScript frameworks overview,2,y5aKEyPfLKs,15.4001
modern JavaScript frameworks overview,3,cfOI7PBhkWk,15.7457
modern JavaScript frameworks overview,4,tPkJLnDqAKk,15.7562
modern JavaScript frameworks overview,5,HEGrkgpe7-Y,15.7655
backend development fundamentals,1,KOutPbKc9UM,13.9175
backend development fundamentals,2,ll1mpTJ4qBU,16.1408
backend development fundamentals,3,yguDjZcUpH8,16.4547
backend development fundamentals,4,W4M-g9wsEC4,16.5832
backend development fundamentals,5,xH9ZKsTY73Y,16.8151
how web servers process requests,1,Ai00MsNabaE,18.6075
how web servers process requests,2,DosHnyq78xY,18.7731
how web servers process requests,3,8Si7eCfEpB0,19.1139
how web servers process requests,4,GIZzRGYpCbM,19.1652
how web servers process requests,5,lEcULR30-GM,19.1744
what is DevOps,1,5JTBS09e7ew,16.1715
what is DevOps,2,rgt5GPFgryI,17.0231
what is DevOps,3,4T3YlTSWa5s,17.3776
what is DevOps,4,UIf-SlmMays,17.4527
what is DevOps,5,Fr9GqFwl6NM,17.4613
introduction to Kubernetes,1,Fr9GqFwl6NM,11.3761
introduction to Kubernetes,2,l57xKN6OBhY,11.4996
introduction to Kubernetes,3,_4uQI4ihGVU,11.5595
introduction to Kubernetes,4,odP153inZUo,13.2473
introduction to Kubernetes,5,rgt5GPFgryI,16.3361
containerization explained with Docker,1,lEcULR30-GM,16.1869
containerization explained with Docker,2,Fr9GqFwl6NM,16.4428
containerization explained with Docker,3,l57xKN6OBhY,16.8685
containerization explained with Docker,4,xHUwGx-ZlTM,17.9909
containerization explained with Docker,5,nbsz6muQRT4,18.8027
how CI/CD pipelines work,1,lEcULR30-GM,17.8766
how CI/CD pipelines work,2,9vkkJ4tC4SQ,18.3295
how CI/CD pipelines work,3,UIf-SlmMays,18.5739
how CI/CD pipelines work,4,D5F8kp_azzw,18.6474
how CI/CD pipelines work,5,mAFoROnOfHs,19.0729
cloud computing basics for developers,1,5JTBS09e7ew,13.6621
cloud computing basics for developers,2,u43gJJrVa1I,14.5589
cloud computing basics for developers,3,xHUwGx-ZlTM,14.953
cloud computing basics for developers,4,0Hd5vYqin7w,15.0942
cloud computing basics for developers,5,Zv2a6ixXEQc,15.2413
infrastructure automation explained,1,UIf-SlmMays,16.2397
infrastructure automation explained,2,l57xKN6OBhY,17.2362
infrastructure automation explained,3,Fr9GqFwl6NM,17.3124
infrastructure automation explained,4,GIZzRGYpCbM,17.4312
infrastructure automation explained,5,5JTBS09e7ew,17.6079
monitoring and logging systems,1,FAKgFhWX8pQ,17.5297
monitoring and logging systems,2,l57xKN6OBhY,18.564
monitoring and logging systems,3,Fr9GqFwl6NM,18.781
monitoring and logging systems,4,ZldNCx4AvEM,18.8198
monitoring and logging systems,5,mrRfPVm9nAY,19.0517
microservices architecture explained,1,xHUwGx-ZlTM,15.9941
microservices architecture explained,2,Fr9GqFwl6NM,17.3792
microservices architecture explained,3,l57xKN6OBhY,17.4545
microservices architecture explained,4,DosHnyq78xY,17.5165
microservices architecture explained,5,_4uQI4ihGVU,17.7251
scaling applications in production,1,lEcULR30-GM,17.6578
scaling applications in production,2,Fr9GqFwl6NM,17.9892
scaling applications in production,3,HEGrkgpe7-Y,18.0118
scaling applications in production,4,UIf-SlmMays,18.0475
scaling applications in production,5,MtQhSMoHXMY,18.1198
distributed systems basics,1,xHUwGx-ZlTM,16.7072
distributed systems basics,2,Fr9GqFwl6NM,17.3942
distributed systems basics,3,l57xKN6OBhY,17.4366
distributed systems basics,4,DosHnyq78xY,17.6295
distributed systems basics,5,mAFoROnOfHs,17.7528
how to contribute to open source,1,FHBBaSUQk1Y,11.8657
how to contribute to open source,2,c1Op7YSTwhg,12.8384
how to contribute to open source,3,4RGkpzTJjfg,14.3936
how to contribute to open source,4,cw02dMpWStI,15.3377
how to contribute to open source,5,HihwnUepmdg,15.354
benefits of contributing to open source projects,1,c1Op7YSTwhg,12.5503
benefits of contributing to open source projects,2,4RGkpzTJjfg,12.5637
benefits of contributing to open source projects,3,FHBBaSUQk1Y,14.3434
benefits of contributing to open source projects,4,cw02dMpWStI,16.7329
benefits of contributing to open source projects,5,HihwnUepmdg,17.2544
finding beginner friendly open source projects,1,c1Op7YSTwhg,14.3101
finding beginner friendly open source projects,2,xH9ZKsTY73Y,14.987
finding beginner friendly open source projects,3,FHBBaSUQk1Y,15.1895
finding beginner friendly open source projects,4,cw02dMpWStI,15.3504
finding beginner friendly open source projects,5,cjam-BWAaL8,15.6071
open source collaboration workflow,1,GIZzRGYpCbM,16.1312
open source collaboration workflow,2,c1Op7YSTwhg,16.3067
open source collaboration workflow,3,UIf-SlmMays,16.3557
open source collaboration workflow,4,FHBBaSUQk1Y,16.5697
open source collaboration workflow,5,mAFoROnOfHs,17.1901
GitHub contribution guide,1,mAFoROnOfHs,16.2191
GitHub contribution guide,2,ZldNCx4AvEM,16.4556
GitHub contribution guide,3,FHBBaSUQk1Y,17.7844
GitHub contribution guide,4,lIghF_OewYg,17.966
GitHub contribution guide,5,cw02dMpWStI,18.1037
how maintainers review pull requests,1,ZldNCx4AvEM,18.539
how maintainers review pull requests,2,jie_039IekA,18.9332
how maintainers review pull requests,3,cw02dMpWStI,19.3426
how maintainers review pull requests,4,OGRyln02De4,19.3435
how maintainers review pull requests,5,ll1mpTJ4qBU,19.7189
importance of open source in software development,1,4RGkpzTJjfg,13.6043
importance of open source in software development,2,c1Op7YSTwhg,14.4966
importance of open source in software development,3,FHBBaSUQk1Y,14.8112
importance of open source in software development,4,y5aKEyPfLKs,17.3412
importance of open source in software development,5,lIghF_OewYg,17.3417
open source project structure explained,1,c1Op7YSTwhg,14.081
open source project structure explained,2,4RGkpzTJjfg,15.765
open source project structure explained,3,FHBBaSUQk1Y,16.2733
open source project structure explained,4,HihwnUepmdg,16.6738
open source project structure explained,5,cw02dMpWStI,17.0155
best practices for contributing code,1,OGRyln02De4,17.0437
best practices for contributing code,2,Vs4hQsDpxww,17.3605
best practices for contributing code,3,FHBBaSUQk1Y,17.389
best practices for contributing code,4,cw02dMpWStI,17.5096
best practices for contributing code,5,lIghF_OewYg,17.8553
learning programming through open source,1,xH9ZKsTY73Y,14.255
learning programming through open source,2,cjam-BWAaL8,14.2735
learning programming through open source,3,GAZkxw6DJJE,14.7867
learning programming through open source,4,n1sfrc-RjyM,15.0445
learning programming through open source,5,hM2T45qbIPI,15.2582
git basics for beginners,1,mAFoROnOfHs,11.8241
git basics for beginners,2,ZldNCx4AvEM,11.9874
git basics for beginners,3,lIghF_OewYg,16.3187
git basics for beginners,4,voPcxCFMbbM,16.9338
git basics for beginners,5,MiPkcTaRbfQ,17.0511
how git version control works,1,ZldNCx4AvEM,13.9035
how git version control works,2,mAFoROnOfHs,14.0226
how git version control works,3,lIghF_OewYg,18.473
how git version control works,4,lEcULR30-GM,18.867
how git version control works,5,wP8SiwiExBk,19.0293
branching and merging in git,1,ZldNCx4AvEM,13.902
branching and merging in git,2,mAFoROnOfHs,15.614
branching and merging in git,3,OGRyln02De4,18.4456
branching and merging in git,4,lIghF_OewYg,18.7041
branching and merging in git,5,r36xQmTJe1c,19.2535
resolving merge conflicts in git,1,ZldNCx4AvEM,16.086
resolving merge conflicts in git,2,mAFoROnOfHs,17.4843
resolving merge conflicts in git,3,r36xQmTJe1c,20.2867
resolving merge conflicts in git,4,MtQhSMoHXMY,20.3958
resolving merge conflicts in git,5,OGRyln02De4,20.4253
git workflow explained,1,ZldNCx4AvEM,13.6554
git workflow explained,2,mAFoROnOfHs,13.8717
git workflow explained,3,lEcULR30-GM,17.3498
git workflow explained,4,lIghF_OewYg,17.621
git workflow explained,5,9vkkJ4tC4SQ,18.5803
how to use git for team collaboration,1,mAFoROnOfHs,12.975
how to use git for team collaboration,2,ZldNCx4AvEM,14.0567
how to use git for team collaboration,3,lIghF_OewYg,17.3803
how to use git for team collaboration,4,xH9ZKsTY73Y,18.5935
how to use git for team collaboration,5,OGRyln02De4,18.615
git commands every developer should know,1,ZldNCx4AvEM,13.6777
git commands every developer should know,2,mAFoROnOfHs,14.3939
git commands every developer should know,3,lIghF_OewYg,16.2196
git commands every developer should know,4,wP8SiwiExBk,17.6498
git commands every developer should know,5,OGRyln02De4,17.8221
using github for projects,1,mAFoROnOfHs,14.7771
using github for projects,2,ZldNCx4AvEM,16.0296
using github for projects,3,cw02dMpWStI,16.9993
using github for projects,4,lIghF_OewYg,17.4747
using github for projects,5,FHBBaSUQk1Y,17.6828
version control best practices,1,ZldNCx4AvEM,17.2107
version control best practices,2,mAFoROnOfHs,17.7247
version control best practices,3,tVskbekONlw,18.5125
version control best practices,4,lIghF_OewYg,18.7999
version control best practices,5,wP8SiwiExBk,18.8378
managing code history with git,1,ZldNCx4AvEM,13.3982
managing code history with git,2,mAFoROnOfHs,15.4461
managing code history with git,3,lIghF_OewYg,17.6677
managing code history with git,4,OGRyln02De4,18.4326
managing code history with git,5,Vs4hQsDpxww,19.0432
debugging techniques for developers,1,OGRyln02De4,14.9526
debugging techniques for developers,2,FqJuiLbgqNA,16.4996
debugging techniques for developers,3,DIRnYM2dOs0,16.7648
debugging techniques for developers,4,ll1mpTJ4qBU,17.0915
debugging techniques for developers,5,lIghF_OewYg,17.4168
how to fix bugs in code,1,oeWLnnjFmf8,16.0294
how to fix bugs in code,2,FqJuiLbgqNA,16.1763
how to fix bugs in code,3,TcZFJrjxOYQ,17.6159
how to fix bugs in code,4,OGRyln02De4,17.6749
how to fix bugs in code,5,DIRnYM2dOs0,17.9029
common programming mistakes,1,LsY7U2Muau8,16.3585
common programming mistakes,2,oeWLnnjFmf8,16.3889
common programming mistakes,3,DIRnYM2dOs0,16.4781
common programming mistakes,4,TcZFJrjxOYQ,16.9893
common programming mistakes,5,FqJuiLbgqNA,16.9904
troubleshooting software errors,1,oeWLnnjFmf8,15.5539
troubleshooting software errors,2,FqJuiLbgqNA,18.3122
troubleshooting software errors,3,TcZFJrjxOYQ,18.5181
troubleshooting software errors,4,DIRnYM2dOs0,18.8873
troubleshooting software errors,5,ikXDYsdg15c,19.2146
debugging large codebases,1,OGRyln02De4,16.7976
debugging large codebases,2,lIghF_OewYg,17.2401
debugging large codebases,3,ll1mpTJ4qBU,17.2607
debugging large codebases,4,FqJuiLbgqNA,17.4377
debugging large codebases,5,oeWLnnjFmf8,18.223
strategies for solving coding problems,1,66hDgWottdA,15.3704
strategies for solving coding problems,2,GAZkxw6DJJE,16.1043
strategies for solving coding problems,3,o54etZM-DrY,16.1538
strategies for solving coding problems,4,OGRyln02De4,16.7465
strategies for solving coding problems,5,xJjxQjZTryI,16.7485
understanding error messages in programming,1,DIRnYM2dOs0,16.9056
understanding error messages in programming,2,TcZFJrjxOYQ,17.3688
understanding error messages in programming,3,fQ51cM44o7I,17.7232
understanding error messages in programming,4,oeWLnnjFmf8,17.819
understanding error messages in programming,5,ikXDYsdg15c,17.8495
debugging tools for developers,1,OGRyln02De4,15.7266
debugging tools for developers,2,ll1mpTJ4qBU,17.3139
debugging tools for developers,3,FqJuiLbgqNA,17.3544
debugging tools for developers,4,Vs4hQsDpxww,17.4925
debugging tools for developers,5,lIghF_OewYg,17.5118
how developers investigate software bugs,1,FqJuiLbgqNA,15.5923
how developers investigate software bugs,2,OGRyln02De4,15.9727
how developers investigate software bugs,3,oeWLnnjFmf8,16.1518
how developers investigate software bugs,4,ZldNCx4AvEM,17.6466
how developers investigate software bugs,5,TcZFJrjxOYQ,17.8383
improving problem solving skills in coding,1,66hDgWottdA,14.7734
improving problem solving skills in coding,2,xJjxQjZTryI,15.5716
improving problem solving skills in coding,3,pdleuy5lljY,15.748
improving problem solving skills in coding,4,GAZkxw6DJJE,16.0613
improving problem solving skills in coding,5,58Tn2xB8kIE,16.0795
how to become a software developer,1,626BcUO84og,15.5864
how to become a software developer,2,LzMnsfqjzkA,16.2293
how to become a software developer,3,FHBBaSUQk1Y,16.519
how to become a software developer,4,boH7_Ate4LM,16.6295
how to become a software developer,5,ekXUXu7Eejs,16.6396
developer career roadmap,1,ldkfMvE36FI,15.2507
developer career roadmap,2,9q24hqwm4QM,15.9686
developer career roadmap,3,LzMnsfqjzkA,15.9945
developer career roadmap,4,ekXUXu7Eejs,16.049
developer career roadmap,5,lIghF_OewYg,16.4316
how to prepare for coding interviews,1,BrBMM2gIQN8,15.0381
how to prepare for coding interviews,2,ekXUXu7Eejs,15.2494
how to prepare for coding interviews,3,xwI5OBEnsZU,15.8582
how to prepare for coding interviews,4,GAZkxw6DJJE,15.9766
how to prepare for coding interviews,5,_-Tj3bPSYCI,16.1258
skills needed for software engineering jobs,1,ekXUXu7Eejs,16.0486
skills needed for software engineering jobs,2,vc5T3VmCar0,16.4991
skills needed for software engineering jobs,3,mvleESOUTRw,16.9596
skills needed for software engineering jobs,4,9q24hqwm4QM,16.9739
skills needed for software engineering jobs,5,626BcUO84og,16.9813
how developers keep learning new technologies,1,OGRyln02De4,15.6032
how developers keep learning new technologies,2,MdEexYakkHw,15.9137
how developers keep learning new technologies,3,lIghF_OewYg,16.1119
how developers keep learning new technologies,4,ldkfMvE36FI,16.2786
how developers keep learning new technologies,5,q4Ovbh3tpU0,16.4336
managing burnout in software development,1,q4Ovbh3tpU0,15.2218
managing burnout in software development,2,ldkfMvE36FI,17.4706
managing burnout in software development,3,OGRyln02De4,17.6385
managing burnout in software development,4,gpm1hRv6WL8,17.6666
managing burnout in software development,5,oeWLnnjFmf8,18.1008
productivity tips for programmers,1,OGRyln02De4,15.9571
productivity tips for programmers,2,q4Ovbh3tpU0,16.1922
productivity tips for programmers,3,58Tn2xB8kIE,16.5638
productivity tips for programmers,4,MdEexYakkHw,16.5733
productivity tips for programmers,5,7ysrM5BMe6Q,16.6429
building a strong developer portfolio,1,lIghF_OewYg,16.1772
building a strong developer portfolio,2,ldkfMvE36FI,16.3819
building a strong developer portfolio,3,OGRyln02De4,16.9107
building a strong developer portfolio,4,7ysrM5BMe6Q,16.9416
building a strong developer portfolio,5,yguDjZcUpH8,17.0481
learning new programming languages effectively,1,GAZkxw6DJJE,15.4885
learning new programming languages effectively,2,p3sij8QzONQ,15.5124
learning new programming languages effectively,3,jaDi29eRYps,15.5129
learning new programming languages effectively,4,g_3IKHG-rfA,15.5328
learning new programming languages effectively,5,cjam-BWAaL8,15.6867
advice for junior developers,1,OGRyln02De4,13.8977
advice for junior developers,2,LzMnsfqjzkA,15.7954
advice for junior developers,3,cw02dMpWStI,16.1248
advice for junior developers,4,ekXUXu7Eejs,16.3307
advice for junior developers,5,HihwnUepmdg,16.3557
future of software development,1,lIghF_OewYg,16.3413
future of software development,2,Fi8vnYgMiHA,16.3987
future of software development,3,MdEexYakkHw,16.7551
future of software development,4,LzMnsfqjzkA,16.942
future of software development,5,mvleESOUTRw,16.9423
how AI is changing programming,1,MdEexYakkHw,14.1203
how AI is changing programming,2,gmuTjeQUbTM,14.1367
how AI is changing programming,3,aokdrllzkFQ,14.6462
how AI is changing programming,4,YtHdaXuOAks,14.7785
how AI is changing programming,5,6_qwLx8jwBY,15.0799
importance of continuous learning in tech,1,MdEexYakkHw,15.9801
importance of continuous learning in tech,2,zkJt9y7ixiY,16.7722
importance of continuous learning in tech,3,RI8ELvtbUmU,17.2629
importance of continuous learning in tech,4,9q24hqwm4QM,17.5972
importance of continuous learning in tech,5,q4Ovbh3tpU0,17.6492
building real world software projects,1,mvleESOUTRw,15.8328
building real world software projects,2,lIghF_OewYg,15.9287
building real world software projects,3,voPcxCFMbbM,16.5888
building real world software projects,4,B0TJC4lmzEM,16.6802
building real world software projects,5,xH9ZKsTY73Y,16.6989
how developers stay updated with technology,1,lIghF_OewYg,16.7805
how developers stay updated with technology,2,ldkfMvE36FI,16.7876
how developers stay updated with technology,3,MdEexYakkHw,17.1193
how developers stay updated with technology,4,OGRyln02De4,17.148
how developers stay updated with technology,5,y5aKEyPfLKs,17.2633
mindset needed to succeed in programming,1,gmuTjeQUbTM,15.4293
mindset needed to succeed in programming,2,RI8ELvtbUmU,15.9085
mindset needed to succeed in programming,3,q4Ovbh3tpU0,15.9198
mindset needed to succeed in programming,4,o54etZM-DrY,16.0274
mindset needed to succeed in programming,5,MdEexYakkHw,16.4033
learning through building projects,1,cjam-BWAaL8,16.0397
learning through building projects,2,66hDgWottdA,16.0502
learning through building projects,3,cw02dMpWStI,16.1304
learning through building projects,4,OGRyln02De4,16.2574
learning through building projects,5,mvleESOUTRw,16.3607
challenges developers face in industry,1,ldkfMvE36FI,15.2438
challenges developers face in industry,2,MdEexYakkHw,15.7687
challenges developers face in industry,3,7ysrM5BMe6Q,16.7731
challenges developers face in industry,4,lIghF_OewYg,16.775
challenges developers face in industry,5,OGRyln02De4,16.889
transitioning into a tech career,1,9q24hqwm4QM,14.4251
transitioning into a tech career,2,9tyZL5KIiGU,15.2037
transitioning into a tech career,3,tVf_5pvz5ck,16.4563
transitioning into a tech career,4,H6gHXV6OgFU,16.7156
transitioning into a tech career,5,7ysrM5BMe6Q,16.76
advice from experienced software engineers,1,OGRyln02De4,15.9005
advice from experienced software engineers,2,626BcUO84og,16.1098
advice from experienced software engineers,3,q4Ovbh3tpU0,16.161
advice from experienced software engineers,4,lIghF_OewYg,16.3667
advice from experienced software engineers,5,HihwnUepmdg,16.39
