Query,Rank,Video,Distance
searching algorithms in programming,4,MZVyASCY8sQ,18.0532
searching algorithms in programming,5,EO8QoyRSVaw,18.3107
introduction to machine learning,1,ebarbEsoHzg,15.2601
introduction to machine learning,2,hM2T45qbIPI,15.318
introduction to machine learning,3,tVskbekONlw,15.3258
introduction to machine learning,4,6_qwLx8jwBY,15.3903
introduction to machine learning,5,s950xhRvqYQ,15.5759
how machine learning works,1,tVskbekONlw,15.3361
how machine learning works,2,MZVyASCY8sQ,15.9451
how machine learning works,3,ebarbEsoHzg,16.0021
how machine learning works,4,gmuTjeQUbTM,16.061
how machine learning works,5,hM2T45qbIPI,16.1782
supervised vs unsupervised learning,1,E7o_WdfKszU,17.4617
supervised vs unsupervised learning,2,RI8ELvtbUmU,17.4728
supervised vs unsupervised learning,3,VgBQ0yBSjfM,18.0126
supervised vs unsupervised learning,4,H-oCV5brtU4,18.1934
supervised vs unsupervised learning,5,xJjxQjZTryI,18.5096
neural networks explained simply,1,tfpGS_doPvY,13.8829
neural networks explained simply,2,kRv2ElPNAdY,14.8933
neural networks explained simply,3,wu8npoU37cI,15.5275
neural networks explained simply,4,Zv2a6ixXEQc,16.8368
neural networks explained simply,5,hM2T45qbIPI,17.1398
what is deep learning,1,tfpGS_doPvY,16.4949
what is deep learning,2,xH9ZKsTY73Y,16.8908
what is deep learning,3,GpxFF82I8Nk,17.3034
what is deep learning,4,Zv2a6ixXEQc,17.4189
what is deep learning,5,H-oCV5brtU4,17.4836
how AI models are trained,1,MZVyASCY8sQ,13.3056
how AI models are trained,2,MdEexYakkHw,14.1626
how AI models are trained,3,UIf-SlmMays,15.1696
how AI models are trained,4,WKIjkxxNH0c,15.2545
how AI models are trained,5,wu8npoU37cI,15.4821
machine learning project ideas,1,gmuTjeQUbTM,15.3318
machine learning project ideas,2,GAZkxw6DJJE,15.4009
machine learning project ideas,3,ebarbEsoHzg,15.4896
machine learning project ideas,4,xJjxQjZTryI,15.6238
machine learning project ideas,5,Zv2a6ixXEQc,15.6689
building ML models step by step,1,p3sij8QzONQ,15.4987
building ML models step by step,2,tVskbekONlw,15.6426
building ML models step by step,3,D5F8kp_azzw,15.7865
building ML models step by step,4,I7_WXKhyGms,16.5085
building ML models step by step,5,MZVyASCY8sQ,16.6025
practical applications of machine learning,1,cjam-BWAaL8,15.5205
practical applications of machine learning,2,gmuTjeQUbTM,15.5631
practical applications of machine learning,3,hM2T45qbIPI,15.6571
practical applications of machine learning,4,Zv2a6ixXEQc,15.8056
practical applications of machine learning,5,ebarbEsoHzg,15.8257
AI tools developers should know,1,MdEexYakkHw,13.4469
AI tools developers should know,2,MZVyASCY8sQ,14.2365
AI tools developers should know,3,YtHdaXuOAks,14.8282
AI tools developers should know,4,mvleESOUTRw,14.841
AI tools developers should know,5,UIf-SlmMays,15.1355
how to build a web application,1,Vs4hQsDpxww,15.0517
how to build a web application,2,Kt2E8nblvXU,16.2326
how to build a web application,3,yhtdkuw9mbM,16.3235
how to build a web application,4,tPkJLnDqAKk,16.8154
how to build a web application,5,KOutPbKc9UM,17.0547
front end vs back end development,1,KOutPbKc9UM,16.2355
front end vs back end development,2,yhtdkuw9mbM,17.6009
front end vs back end development,3,xH9ZKsTY73Y,17.6033
front end vs back end development,4,2Kw3e-1vbBQ,17.8548
front end vs back end development,5,OGRyln02De4,17.8597
introduction to HTML CSS JavaScript,1,c6IyCwAV6BY,14.6057
introduction to HTML CSS JavaScript,2,LzMnsfqjzkA,15.74
introduction to HTML CSS JavaScript,3,Vs4hQsDpxww,15.8207
introduction to HTML CSS JavaScript,4,tPkJLnDqAKk,16.6238
introduction to HTML CSS JavaScript,5,yhtdkuw9mbM,16.7159
how APIs work in web development,1,W4M-g9wsEC4,16.6402
how APIs work in web development,2,WSsOXo07LeE,16.7499
how APIs work in web development,3,ll1mpTJ4qBU,16.7547
how APIs work in web development,4,QSFWSjBHIkw,16.8168
how APIs work in web development,5,xH9ZKsTY73Y,17.2498
building REST APIs explained,1,WSsOXo07LeE,16.6477
building REST APIs explained,2,W4M-g9wsEC4,17.3374
building REST APIs explained,3,KOutPbKc9UM,17.4515
building REST APIs explained,4,YtHdaXuOAks,17.4545
building REST APIs explained,5,suuDVhYXe5Y,17.5265
full stack development roadmap,1,kQqrMNviM9U,16.0872
full stack development roadmap,2,VgBQ0yBSjfM,16.4551
full stack development roadmap,3,GAZkxw6DJJE,16.7302
full stack development roadmap,4,bB5eA7vU9W8,16.8016
full stack development roadmap,5,4T3YlTSWa5s,16.928
how to deploy a web application,1,ldkfMvE36FI,17.1448
how to deploy a web application,2,lEcULR30-GM,17.2447
how to deploy a web application,3,Vs4hQsDpxww,18.4402
how to deploy a web application,4,Kt2E8nblvXU,18.4572
how to deploy a web application,5,HEGrkgpe7-Y,18.7708
modern JavaScript frameworks overview,1,c6IyCwAV6BY,15.0831
modern JavaScript frameworks overview,2,y5aKEyPfLKs,15.3053
modern JavaScript frameworks overview,3,tPkJLnDqAKk,15.5091
modern JavaScript frameworks overview,4,Vs4hQsDpxww,16.0335
modern JavaScript frameworks overview,5,Kt2E8nblvXU,16.0754
backend development fundamentals,1,2Kw3e-1vbBQ,15.614
backend development fundamentals,2,KOutPbKc9UM,15.7016
backend development fundamentals,3,Kt2E8nblvXU,15.835
backend development fundamentals,4,yhtdkuw9mbM,15.8591
backend development fundamentals,5,GAZkxw6DJJE,16.037
how web servers process requests,1,DosHnyq78xY,18.3931
how web servers process requests,2,UIf-SlmMays,18.6745
how web servers process requests,3,KOutPbKc9UM,18.9325
how web servers process requests,4,QSFWSjBHIkw,18.9699
how web servers process requests,5,et7u_tnlS0Q,18.9807
what is DevOps,1,5JTBS09e7ew,17.3991
what is DevOps,2,D5F8kp_azzw,17.6345
what is DevOps,3,kQqrMNviM9U,17.6838
what is DevOps,4,UIf-SlmMays,18.2148
what is DevOps,5,Zv2a6ixXEQc,18.243
introduction to Kubernetes,1,_4uQI4ihGVU,13.419
introduction to Kubernetes,2,Fr9GqFwl6NM,13.4641
introduction to Kubernetes,3,HihwnUepmdg,13.6204
introduction to Kubernetes,4,l57xKN6OBhY,14.1891
introduction to Kubernetes,5,4T3YlTSWa5s,15.9441
containerization explained with Docker,1,lEcULR30-GM,16.0488
containerization explained with Docker,2,_4uQI4ihGVU,18.1614
containerization explained with Docker,3,xHUwGx-ZlTM,18.3689
containerization explained with Docker,4,Fr9GqFwl6NM,18.4875
containerization explained with Docker,5,nbsz6muQRT4,18.7351
how CI/CD pipelines work,1,D5F8kp_azzw,17.0811
how CI/CD pipelines work,2,tVskbekONlw,17.5707
how CI/CD pipelines work,3,UIf-SlmMays,17.6955
how CI/CD pipelines work,4,0Hd5vYqin7w,17.8546
how CI/CD pipelines work,5,lEcULR30-GM,18.0184
cloud computing basics for developers,1,u43gJJrVa1I,14.2613
cloud computing basics for developers,2,xHUwGx-ZlTM,14.4654
cloud computing basics for developers,3,5JTBS09e7ew,14.6648
cloud computing basics for developers,4,30diF8dKpAY,14.8684
cloud computing basics for developers,5,Zv2a6ixXEQc,15.5316
infrastructure automation explained,1,UIf-SlmMays,14.92
infrastructure automation explained,2,_4uQI4ihGVU,15.4456
infrastructure automation explained,3,GIZzRGYpCbM,16.5998
infrastructure automation explained,4,I7_WXKhyGms,16.6562
infrastructure automation explained,5,lEcULR30-GM,16.9399
monitoring and logging systems,1,FAKgFhWX8pQ,17.044
monitoring and logging systems,2,tVskbekONlw,18.8701
monitoring and logging systems,3,rgt5GPFgryI,18.9357
monitoring and logging systems,4,vK30T6wKauA,19.0905
monitoring and logging systems,5,BRksIg2jkbo,19.2908
microservices architecture explained,1,xHUwGx-ZlTM,14.6655
microservices architecture explained,2,_4uQI4ihGVU,15.7934
microservices architecture explained,3,DosHnyq78xY,16.0407
microservices architecture explained,4,odP153inZUo,16.7464
microservices architecture explained,5,WKIjkxxNH0c,16.9733
scaling applications in production,1,lEcULR30-GM,16.7421
scaling applications in production,2,_4uQI4ihGVU,17.571
scaling applications in production,3,ldkfMvE36FI,17.7088
scaling applications in production,4,c1Op7YSTwhg,17.7238
scaling applications in production,5,xHUwGx-ZlTM,17.94
distributed systems basics,1,UIf-SlmMays,17.4583
distributed systems basics,2,tVskbekONlw,17.8428
distributed systems basics,3,xHUwGx-ZlTM,17.8685
distributed systems basics,4,_4uQI4ihGVU,18.1296
distributed systems basics,5,mrRfPVm9nAY,18.286
how to contribute to open source,1,FHBBaSUQk1Y,12.9463
how to contribute to open source,2,c1Op7YSTwhg,15.1434
how to contribute to open source,3,4RGkpzTJjfg,16.6021
how to contribute to open source,4,lw1vTtFyfgg,17.362
how to contribute to open source,5,GpxFF82I8Nk,17.4884
benefits of contributing to open source projects,1,FHBBaSUQk1Y,13.7229
benefits of contributing to open source projects,2,c1Op7YSTwhg,13.9356
benefits of contributing to open source projects,3,4RGkpzTJjfg,14.841
benefits of contributing to open source projects,4,GpxFF82I8Nk,17.6367
benefits of contributing to open source projects,5,xH9ZKsTY73Y,17.9881
finding beginner friendly open source projects,1,FHBBaSUQk1Y,14.4278
finding beginner friendly open source projects,2,GpxFF82I8Nk,15.1178
finding beginner friendly open source projects,3,c1Op7YSTwhg,15.4807
finding beginner friendly open source projects,4,cjam-BWAaL8,16.0029
finding beginner friendly open source projects,5,voPcxCFMbbM,16.3111
open source collaboration workflow,1,FHBBaSUQk1Y,15.6935
open source collaboration workflow,2,c1Op7YSTwhg,16.6872
open source collaboration workflow,3,r36xQmTJe1c,17.012
open source collaboration workflow,4,7lEWtEG3vd0,17.156
open source collaboration workflow,5,GpxFF82I8Nk,17.5623
GitHub contribution guide,1,mAFoROnOfHs,16.2337
GitHub contribution guide,2,ZldNCx4AvEM,16.4102
GitHub contribution guide,3,D5F8kp_azzw,17.2566
GitHub contribution guide,4,FHBBaSUQk1Y,18.0607
GitHub contribution guide,5,cw02dMpWStI,18.1456
how maintainers review pull requests,1,ZldNCx4AvEM,18.2157
how maintainers review pull requests,2,D5F8kp_azzw,19.0847
how maintainers review pull requests,3,tVskbekONlw,19.372
how maintainers review pull requests,4,7lEWtEG3vd0,19.4244
how maintainers review pull requests,5,jie_039IekA,19.5619
importance of open source in software development,1,FHBBaSUQk1Y,13.5825
importance of open source in software development,2,c1Op7YSTwhg,14.069
importance of open source in software development,3,4RGkpzTJjfg,15.0902
importance of open source in software development,4,wP8SiwiExBk,17.0079
importance of open source in software development,5,GpxFF82I8Nk,17.042
open source project structure explained,1,c1Op7YSTwhg,16.1389
open source project structure explained,2,FHBBaSUQk1Y,16.1941
open source project structure explained,3,GpxFF82I8Nk,16.6534
open source project structure explained,4,xH9ZKsTY73Y,16.747
open source project structure explained,5,2Kw3e-1vbBQ,17.0654
best practices for contributing code,1,Vs4hQsDpxww,17.6721
best practices for contributing code,2,voPcxCFMbbM,17.7931
best practices for contributing code,3,OGRyln02De4,17.9193
best practices for contributing code,4,GAZkxw6DJJE,17.951
best practices for contributing code,5,mAFoROnOfHs,18.0339
learning programming through open source,1,FHBBaSUQk1Y,14.2095
learning programming through open source,2,GpxFF82I8Nk,14.8166
learning programming through open source,3,MiGXhDvuvEg,15.899
learning programming through open source,4,ebarbEsoHzg,15.9022
learning programming through open source,5,voPcxCFMbbM,16.2326
git basics for beginners,1,ZldNCx4AvEM,13.6528
git basics for beginners,2,mAFoROnOfHs,14.7474
git basics for beginners,3,voPcxCFMbbM,17.2207
git basics for beginners,4,cjam-BWAaL8,17.522
git basics for beginners,5,yhtdkuw9mbM,17.567
how git version control works,1,mAFoROnOfHs,12.6872
how git version control works,2,ZldNCx4AvEM,15.4613
how git version control works,3,lEcULR30-GM,18.2278
how git version control works,4,D5F8kp_azzw,18.2585
how git version control works,5,kQqrMNviM9U,19.0208
branching and merging in git,1,ZldNCx4AvEM,13.7236
branching and merging in git,2,mAFoROnOfHs,17.0692
branching and merging in git,3,D5F8kp_azzw,18.6251
branching and merging in git,4,MtQhSMoHXMY,18.7565
branching and merging in git,5,66hDgWottdA,19.2206
resolving merge conflicts in git,1,ZldNCx4AvEM,15.3709
resolving merge conflicts in git,2,mAFoROnOfHs,16.8561
resolving merge conflicts in git,3,D5F8kp_azzw,19.5268
resolving merge conflicts in git,4,MtQhSMoHXMY,19.7402
resolving merge conflicts in git,5,cw02dMpWStI,20.0319
git workflow explained,1,mAFoROnOfHs,13.8385
git workflow explained,2,ZldNCx4AvEM,14.2054
git workflow explained,3,tVskbekONlw,16.8519
git workflow explained,4,D5F8kp_azzw,17.256
git workflow explained,5,66hDgWottdA,17.5953
how to use git for team collaboration,1,mAFoROnOfHs,15.1402
how to use git for team collaboration,2,ZldNCx4AvEM,15.5449
how to use git for team collaboration,3,cw02dMpWStI,18.2692
how to use git for team collaboration,4,7lEWtEG3vd0,18.3621
how to use git for team collaboration,5,OGRyln02De4,18.4781
git commands every developer should know,1,mAFoROnOfHs,13.953
git commands every developer should know,2,ZldNCx4AvEM,14.1363
git commands every developer should know,3,7ysrM5BMe6Q,17.0472
git commands every developer should know,4,ldkfMvE36FI,17.2021
git commands every developer should know,5,r36xQmTJe1c,17.4558
using github for projects,1,mAFoROnOfHs,15.4223
using github for projects,2,ZldNCx4AvEM,15.9742
using github for projects,3,cw02dMpWStI,17.2275
using github for projects,4,FHBBaSUQk1Y,17.5839
using github for projects,5,D5F8kp_azzw,17.7445
version control best practices,1,mAFoROnOfHs,16.5588
version control best practices,2,r36xQmTJe1c,18.7438
version control best practices,3,oRZouQxC5Gw,18.8358
version control best practices,4,MtQhSMoHXMY,19.2059
version control best practices,5,lEcULR30-GM,19.2063
managing code history with git,1,mAFoROnOfHs,14.5424
managing code history with git,2,ZldNCx4AvEM,14.6806
managing code history with git,3,GAZkxw6DJJE,18.4473
managing code history with git,4,626BcUO84og,18.8386
managing code history with git,5,Vs4hQsDpxww,18.8642
debugging techniques for developers,1,OGRyln02De4,16.4986
debugging techniques for developers,2,FqJuiLbgqNA,17.1333
debugging techniques for developers,3,ldkfMvE36FI,17.8613
debugging techniques for developers,4,ll1mpTJ4qBU,17.9126
debugging techniques for developers,5,xJjxQjZTryI,17.9266
how to fix bugs in code,1,FqJuiLbgqNA,15.9566
how to fix bugs in code,2,oeWLnnjFmf8,17.0753
how to fix bugs in code,3,TcZFJrjxOYQ,17.8068
how to fix bugs in code,4,o54etZM-DrY,18.2716
how to fix bugs in code,5,OGRyln02De4,18.38
common programming mistakes,1,pdleuy5lljY,16.6828
common programming mistakes,2,davl7UFG-Ls,17.4764
common programming mistakes,3,oeWLnnjFmf8,17.6798
common programming mistakes,4,ikXDYsdg15c,17.8042
common programming mistakes,5,TcZFJrjxOYQ,17.9347
troubleshooting software errors,1,oeWLnnjFmf8,15.6229
troubleshooting software errors,2,FqJuiLbgqNA,17.6695
troubleshooting software errors,3,TcZFJrjxOYQ,18.2945
troubleshooting software errors,4,w_BIYb6WbtU,18.803
troubleshooting software errors,5,s950xhRvqYQ,19.1163
debugging large codebases,1,ll1mpTJ4qBU,17.4235
debugging large codebases,2,s950xhRvqYQ,17.9914
debugging large codebases,3,OGRyln02De4,18.0815
debugging large codebases,4,GAZkxw6DJJE,18.4231
debugging large codebases,5,oeWLnnjFmf8,18.4376
strategies for solving coding problems,1,xJjxQjZTryI,15.4991
strategies for solving coding problems,2,GAZkxw6DJJE,15.865
strategies for solving coding problems,3,s950xhRvqYQ,16.1628
strategies for solving coding problems,4,W4M-g9wsEC4,16.373
strategies for solving coding problems,5,66hDgWottdA,16.5147
understanding error messages in programming,1,oeWLnnjFmf8,17.6001
understanding error messages in programming,2,TcZFJrjxOYQ,17.7003
understanding error messages in programming,3,fQ51cM44o7I,17.7047
understanding error messages in programming,4,DIRnYM2dOs0,17.9464
understanding error messages in programming,5,ikXDYsdg15c,18.2618
debugging tools for developers,1,OGRyln02De4,17.2889
debugging tools for developers,2,FqJuiLbgqNA,17.3596
debugging tools for developers,3,ll1mpTJ4qBU,17.6197
debugging tools for developers,4,ldkfMvE36FI,17.8233
debugging tools for developers,5,7lEWtEG3vd0,17.9835
how developers investigate software bugs,1,FqJuiLbgqNA,15.8909
how developers investigate software bugs,2,OGRyln02De4,16.5939
how developers investigate software bugs,3,ldkfMvE36FI,16.9227
how developers investigate software bugs,4,oeWLnnjFmf8,17.056
how developers investigate software bugs,5,s950xhRvqYQ,18.1023
improving problem solving skills in coding,1,xJjxQjZTryI,14.8687
improving problem solving skills in coding,2,o54etZM-DrY,15.9852
improving problem solving skills in coding,3,W4M-g9wsEC4,16.2102
improving problem solving skills in coding,4,jaDi29eRYps,16.4404
improving problem solving skills in coding,5,lIghF_OewYg,16.6303
how to become a software developer,1,yhtdkuw9mbM,15.3411
how to become a software developer,2,q4Ovbh3tpU0,15.4615
how to become a software developer,3,ldkfMvE36FI,15.5715
how to become a software developer,4,vc5T3VmCar0,15.8175
how to become a software developer,5,H6gHXV6OgFU,16.54
developer career roadmap,1,ldkfMvE36FI,15.6339
developer career roadmap,2,xwI5OBEnsZU,15.747
developer career roadmap,3,yhtdkuw9mbM,16.3537
developer career roadmap,4,r36xQmTJe1c,16.4127
developer career roadmap,5,ekXUXu7Eejs,16.5702
how to prepare for coding interviews,1,BrBMM2gIQN8,14.4701
how to prepare for coding interviews,2,ekXUXu7Eejs,15.756
how to prepare for coding interviews,3,lIghF_OewYg,16.3522
how to prepare for coding interviews,4,xwI5OBEnsZU,16.4684
how to prepare for coding interviews,5,W4M-g9wsEC4,16.5001
skills needed for software engineering jobs,1,ekXUXu7Eejs,16.1332
skills needed for software engineering jobs,2,xwI5OBEnsZU,16.184
skills needed for software engineering jobs,3,q4Ovbh3tpU0,16.3231
skills needed for software engineering jobs,4,9q24hqwm4QM,16.5542
skills needed for software engineering jobs,5,vc5T3VmCar0,16.6713
how developers keep learning new technologies,1,q4Ovbh3tpU0,14.3257
how developers keep learning new technologies,2,7ysrM5BMe6Q,15.8994
how developers keep learning new technologies,3,ldkfMvE36FI,15.9825
how developers keep learning new technologies,4,xJjxQjZTryI,16.0289
how developers keep learning new technologies,5,H-oCV5brtU4,16.2834
managing burnout in software development,1,OGRyln02De4,17.3605
managing burnout in software development,2,ldkfMvE36FI,17.4899
managing burnout in software development,3,lEcULR30-GM,17.9376
managing burnout in software development,4,r36xQmTJe1c,18.0135
managing burnout in software development,5,o54etZM-DrY,18.1907
productivity tips for programmers,1,q4Ovbh3tpU0,15.9419
productivity tips for programmers,2,QMgIovzpYVw,16.3067
productivity tips for programmers,3,o54etZM-DrY,16.4525
productivity tips for programmers,4,7ysrM5BMe6Q,16.5033
productivity tips for programmers,5,gpm1hRv6WL8,16.7201
building a strong developer portfolio,1,ldkfMvE36FI,16.3441
building a strong developer portfolio,2,yhtdkuw9mbM,16.5251
building a strong developer portfolio,3,VplSjvnwG_Y,17.0968
building a strong developer portfolio,4,slfaeQLn1cY,17.2273
building a strong developer portfolio,5,gpm1hRv6WL8,17.3916
learning new programming languages effectively,1,g_3IKHG-rfA,15.4106
learning new programming languages effectively,2,p3sij8QzONQ,16.277
learning new programming languages effectively,3,jaDi29eRYps,16.5124
learning new programming languages effectively,4,gmuTjeQUbTM,16.7188
learning new programming languages effectively,5,W4M-g9wsEC4,16.8296
advice for junior developers,1,q4Ovbh3tpU0,15.3107
advice for junior developers,2,OGRyln02De4,15.8986
advice for junior developers,3,MiGXhDvuvEg,16.521
advice for junior developers,4,voPcxCFMbbM,16.5651
advice for junior developers,5,ldkfMvE36FI,16.7128
future of software development,1,56Hv0LDjtWM,16.4822
future of software development,2,ldkfMvE36FI,16.6766
future of software development,3,Fi8vnYgMiHA,16.7988
future of software development,4,DzVm161M4Kk,16.9295
future of software development,5,cjam-BWAaL8,17.0595
how AI is changing programming,1,MdEexYakkHw,14.9254
how AI is changing programming,2,MZVyASCY8sQ,15.2189
how AI is changing programming,3,gmuTjeQUbTM,15.5842
how AI is changing programming,4,56Hv0LDjtWM,16.1459
how AI is changing programming,5,UIf-SlmMays,16.307
importance of continuous learning in tech,1,H-oCV5brtU4,16.9647
importance of continuous learning in tech,2,RI8ELvtbUmU,17.1539
importance of continuous learning in tech,3,MdEexYakkHw,17.1675
importance of continuous learning in tech,4,Fi8vnYgMiHA,17.1682
importance of continuous learning in tech,5,zkJt9y7ixiY,17.2213
building real world software projects,1,B0TJC4lmzEM,16.0436
building real world software projects,2,GAZkxw6DJJE,16.3632
building real world software projects,3,jaDi29eRYps,16.3867
building real world software projects,4,ldkfMvE36FI,16.5549
building real world software projects,5,voPcxCFMbbM,16.5766
how developers stay updated with technology,1,ldkfMvE36FI,16.2804
how developers stay updated with technology,2,q4Ovbh3tpU0,16.8481
how developers stay updated with technology,3,56Hv0LDjtWM,17.2669
how developers stay updated with technology,4,mAFoROnOfHs,17.5772
how developers stay updated with technology,5,ZldNCx4AvEM,17.5977
mindset needed to succeed in programming,1,o54etZM-DrY,15.7891
mindset needed to succeed in programming,2,g_3IKHG-rfA,16.5127
mindset needed to succeed in programming,3,q4Ovbh3tpU0,16.6509
mindset needed to succeed in programming,4,E7o_WdfKszU,16.7703
mindset needed to succeed in programming,5,gmuTjeQUbTM,16.7932
learning through building projects,1,xJjxQjZTryI,14.7551
learning through building projects,2,yhtdkuw9mbM,15.5136
learning through building projects,3,cjam-BWAaL8,15.804
learning through building projects,4,H-oCV5brtU4,15.8737
learning through building projects,5,ebarbEsoHzg,16.0078
challenges developers face in industry,1,ldkfMvE36FI,15.1606
challenges developers face in industry,2,7ysrM5BMe6Q,16.3214
challenges developers face in industry,3,r6jVezXnBMQ,16.6725
challenges developers face in industry,4,q4Ovbh3tpU0,16.9746
challenges developers face in industry,5,zfUP1tIC64o,17.3014
transitioning into a tech career,1,9tyZL5KIiGU,15.041
transitioning into a tech career,2,9q24hqwm4QM,15.683
transitioning into a tech career,3,q4Ovbh3tpU0,15.8317
transitioning into a tech career,4,xwI5OBEnsZU,16.3299
transitioning into a tech career,5,tVf_5pvz5ck,16.6143
advice from experienced software engineers,1,q4Ovbh3tpU0,14.8337
advice from experienced software engineers,2,ldkfMvE36FI,15.8752
advice from experienced software engineers,3,yhtdkuw9mbM,15.9272
advice from experienced software engineers,4,OGRyln02De4,16.0049
advice from experienced software engineers,5,xJjxQjZTryI,16.2138
