video_id,title,publish_date
zJNgK7VXp54,HarperDB - A Fast &amp; Flexible Database on the Market,2022-07-07T07:07:45Z
6o8SL23h_xY,Perform multidimensional analysis for free | Intro to atoti,2022-06-03T05:30:30Z
bhIK5gB5BDQ,How to Create a Wordpress Website?,2022-05-09T09:35:58Z
qHB2jUvAlGo,HTML Tutorial For Beginners (With Notes) 🔥,2021-10-21T17:27:11Z
_MF8L7ZxwRE,C Language Tutorial for Beginners (With Notes) 🔥,2021-09-03T07:02:57Z
EyEqWFvLDT8,Python Tutorial For Beginners (With Notes) 🔥,2021-07-26T18:05:15Z
zg1PacxR4r8,Deploying our Django Blog in Ubuntu 18.04 VPS | Django Tutorial #34,2020-07-09T12:38:36Z
7Z_ZTsop7qQ,Adding Virtual Environment to our Django Blog | Django Tutorial #33,2020-07-09T09:35:14Z
VdYnH9z6CeY,Creating Contact Model + UI for our Django Blog | Django Tutorial #32,2020-06-27T13:33:03Z
yvyFzj0C60Y,Designing The Pagination Logic For Our Django Blog | Django Tutorial #31,2020-06-26T04:30:04Z
al0tAGjpMO4,Making Design Improvements in Our Django Blog | Django Tutorial #30,2020-06-25T15:30:00Z
JO58rTZI3ak,Customizing Tiny MCE For Better Editing Experience | Django Tutorial #29,2020-06-25T07:37:21Z
kkfXDu8jc9I,Finishing up Tiny MCE Rich Text Editor | Django Tutorial #28,2020-06-25T02:30:07Z
IdCs-an5QLA,Adding Rich Text Editor to the Django Admin | Django Tutorial #27,2020-06-24T13:11:43Z
_CZ3J7J36kk,Django Blog: Designing The HomePage | Django Tutorial #26,2020-06-19T10:00:31Z
dS3loltS_mY,Django Blog: Rendering the Blog on Blog Page | Django Tutorial #25,2020-06-19T03:15:01Z
-C3s93LgpJ8,Django Blog: Designing the Blog Home Page | Django Tutorial #24,2020-06-18T12:36:58Z
wN9ukxl0Z6A,Django Blog: Creating Blog Model For our Mountain Coders Blog | Django Tutorial #23,2020-06-17T04:25:21Z
ZzkeHroO56c,Django CMS: Adding Bootstrap to our Django Blog | Django Tutorial #22,2020-06-16T05:27:26Z
ig532b4WkQc,Django CMS: Creating a Django Blog | Django Tutorial #21,2020-06-08T11:24:30Z
79RPkGS7IPs,Django Authentication and Authorization Tutorial | Django Tutorial #20,2020-06-02T10:28:02Z
GkJgDfI17ec,Project 2: Finishing Up ToDos List Django App | Django Tutorial #19,2020-05-31T03:30:00Z
KaJBkELJ5n0,Project 2: Fetching Data from our Models for ToDos List Django App | Django Tutorial #18,2020-05-30T12:10:19Z
DR0Kbx1N1TU,Project 2: Using Django Template Language in our ToDos List Django App | Django Tutorial #17,2020-05-29T15:35:26Z
CuKsIVwZPXw,Project 2: Creating Models &amp; Superuser for Our ToDos List Django App | Django Tutorial #16,2020-05-28T16:29:49Z
bMNdcMSe3pc,Project 2: ToDos List App in Django | Django Tutorial #15,2020-05-27T11:50:03Z
gw-hKVt71A8,Template Inheritance in Django | Django Tutorial #14,2020-05-26T05:30:02Z
G-kdYhufgDo,Using Static Files &amp; StaticFiles Dirs in Django | Django Tutorial #13,2020-05-26T02:30:00Z
nIMYRqwFpVM,Customizing the Django Admin Interface | Django Tutorial #12,2020-05-25T16:30:05Z
iC7rc7LQFRc,Understanding the Django Admin Interface | Django Tutorial #11,2020-05-25T13:40:23Z
To879URvX0c,Models in Django: Saving Form Data To The Database | Django Tutorial #10,2020-05-24T05:55:25Z
ESky4QTOVZo,Adding Further Design to our Developer Portfolio Website | Django Tutorial #9,2020-05-23T12:59:50Z
nsF0NLwkSPA,Portfolio Website: Integrating Bootstrap with Django | Django Tutorial #8,2020-05-23T09:00:27Z
LQLg-Gvioes,Using Templates &amp; Django Template Engine in Django | Django Tutorial #7,2020-05-23T05:30:05Z
46QEz7g9esc,Creating a Developer Portfolio Website Using Django | Django Tutorial #6,2020-05-23T02:30:01Z
eBBmnbYontM,MVT Pattern in Django | Django Tutorial #5,2020-05-22T18:42:20Z
Ay4P500hZdE,"Apps, Projects and UrlPatterns in Django | Django Tutorial #4",2020-05-21T20:54:14Z
ghyntulVyqA,Folder Structure of a Django Application | Django Tutorial #3,2020-05-21T11:30:05Z
pHQj9dVw5OA,"How Django Works with HTML, CSS &amp; JavaScript | Django Tutorial #2",2020-05-21T07:50:46Z
MxF8YOJI0nU,"Installing VS Code, Django &amp; More | Django Tutorial #1",2020-05-20T14:30:28Z
m53EEP5H6Sg,Object Oriented Programming - Classes &amp; Objects in Python | Python Tutorial #34,2020-02-28T19:15:28Z
lsxt002Zups,HTML for Web Development Tutorial for Beginners (2020 Updated Course),2019-12-04T09:58:41Z
4k9CphTdnWE,Project 1: Jarvis - Python AI Virtual Desktop Assistant | Python Tutorial #33,2019-10-19T17:31:04Z
wwXFXuRETdY,Lambda Functions In Python | Python Tutorial #32,2019-09-30T02:30:02Z
YFsN4Y0Q7FI,"Iterators, Iterables &amp; Generators In Python | Python Tutorial #31",2019-09-29T05:21:06Z
ADcuPqLLFWk,List Comprehensions In Python | Python Tutorial #30,2019-09-28T07:58:52Z
TXDWEwffQNw,Number Guessing Game: Python Exercise 3 Solution | Python Tutorial #29,2019-09-16T05:19:32Z
x4Rt-6lg1d0,Guess the number: Python Exercise 3 | Python Tutorial #28,2019-09-09T11:30:03Z
jBR5HnKfqCU,"f.read(), f.readline() &amp; f.readlines() in Python | Python Tutorial #27",2019-09-08T08:58:56Z
63oykCokNak,File Handling in Python | Python Tutorial #26,2019-08-31T13:30:00Z
7g6mQnpOxgE,Escape sequence characters in Python | Python Tutorial #25,2019-08-30T15:25:14Z
4vsW0LimYh8,Short Hand If - Else Notation in Python | Python Tutorial #24,2019-08-29T03:29:35Z
wNXjVjRT8Ec,Exercise 2: Solution + Shoutouts | Python Tutorial #23,2019-08-28T05:22:44Z
P--ajCoYFiM,Try except and Error handling in Python | Python Tutorial #22,2019-08-27T02:30:01Z
GRLKc5YdqMg,For else in Python | Python Tutorial #21,2019-08-26T04:10:45Z
8mM-oY2OD0k,Modules &amp; pip in Python | Python Tutorial #20,2019-08-25T12:30:01Z
QPvkogmM3jA,Recursions in Python | Python Tutorial #19,2019-08-25T06:48:37Z
ZZmCcASvYAs,Exercise 2: Twinkle Twinkle Little Star | Python Tutorial #18,2019-08-24T14:30:02Z
PfvQjwYg798,Functions in Python | Python Tutorial #17,2019-08-24T10:19:16Z
0YMl1MqMHOw,Exercise 1: Solution + Shoutouts | Python Tutorial #16,2019-08-24T06:41:06Z
8Baiw_bwTwI,While Loops in python | Python Tutorial #15,2019-08-20T09:50:43Z
4A6FCmUfjyY,For Loops in python | Python Tutorial #14,2019-08-20T08:34:35Z
gQYMlDdahMY,If else conditionals in Python | Python Tutorial #13,2019-08-20T06:27:48Z
Avg_Gjsm7BI,Sets in Python | Python Tutorial #12,2019-08-18T16:50:39Z
tT7iiYkeCPk,Dictionary and related methods in Python | Python Tutorial #11,2019-08-18T13:25:21Z
aVHNlC-cAjw,Tuple in Python | Python Tutorial #10,2019-08-18T13:10:55Z
_oWVDNRkRKs,Lists in Python | Python Tutorial #9,2019-08-18T10:06:22Z
qyXbDxMHhs4,Taking user input in Python  | Python Tutorial #8,2019-08-18T08:50:11Z
cKNNr1kqj-k,F-strings in Python | Python Tutorial #7,2019-08-18T06:31:01Z
thZregq8x9I,Exercise 1: Capitalize my name &amp; String concatenation | Python Tutorial #6,2019-08-18T05:52:59Z
UcgCOpXTDjs,Python strings and built in string methods | Python Tutorial #5,2019-08-17T13:02:28Z
maIAaMbf7ag,Operators in Python | Python Tutorial #4,2019-08-17T09:19:07Z
a5xyuIw96ww,Numbers &amp; Typecasting in python | Python Tutorial #3,2019-08-17T08:51:54Z
lOHF1WfpDaY,Variables &amp; Comments in Python | Python Tutorial #2,2019-08-17T07:18:14Z
ks6wF_ooYqo,"Installing VS Code, Python &amp; writing hello world Python code | Python Tutorial #1",2019-08-16T11:17:13Z
sjMlffIVGf8,Django queryset tutorial: Making Queries in Django,2019-08-15T14:19:53Z
OSBOZdwMCNw,Django 2.2 Tutorial For Beginners,2019-06-15T18:05:01Z
KLl1tXoaNgk,[Solved] No python interpreter configured for the project pycharm,2019-06-15T08:20:50Z
KU0b8Y3oa9E,[Solved] Invalid python interpreter selected for the project pycharm,2019-06-14T14:32:36Z
An2UBGAlzpU,"[SOLVED] pip is not recognized as an internal or external command, operable program or batch file",2019-06-13T18:06:01Z
IMGzzK9Wn4w,Python Tutorial For Beginners (Complete Course),2019-06-12T18:43:11Z
