video_id,title,publish_date,year,month,title_length
L7tT0NZF-Ag,Learn Python MATCH-CASE STATEMENTS in 5 minutes! 📆,2024-07-27,2024,7,50
VgnUB_vzR9I,Create Python checkboxes in 5 minutes! ✅,2024-07-27,2024,7,40
9pl55MxZlG4,Create Python buttons in 7 minutes! 🛎️,2024-07-26,2024,7,38
Uvqmv3PGiXM,Python PyQt5 setup a basic GUI Application! 🖥️,2024-07-23,2024,7,46
jS3vcRjY4Y8,MongoDB how to update documents,2024-07-22,2024,7,31
6DoLxeMlVTI,MongoDB tutorial for beginners 🍃,2024-07-22,2024,7,32
JVQNywo4AbU,Request API data using Python in 8 minutes! ↩️,2024-07-17,2024,7,46
IljPHDyBRog,Learn Python LAMBDA in 6 minutes! 🚮,2024-07-14,2024,7,35
V_NXT2-QIlE,Learn Python EXCEPTION HANDLING in 5 minutes! 🚦,2024-06-29,2024,6,47
TPUdUkFHD5I,Learn Python COMPOSITION in 7 minutes! 🚘,2024-06-19,2024,6,40
HkbQ_NaH0Lc,Learn Python @property in 7 minutes! ⚙️,2024-06-15,2024,6,39
FblABqaKz_U,How to measure EXECUTION TIME in Python ⌚,2024-06-13,2024,6,41
8aW3tkIul-8,Let&#39;s code a beginners Python BANKING PROGRAM 💰,2024-05-30,2024,5,51
8A0E1dSyjFM,if __name__ == &#39;__main__&#39; for Python beginners 📥,2024-05-27,2024,5,56
HzyhmZqiaE8,SUPER() in Python explained! 🔴,2024-05-24,2024,5,30
1XE-_s4ZBT8,Learn Python Object Oriented Programming! 🚗,2024-05-20,2024,5,43
JLIF5XHBL3E,Random event generator in C++ 🎁,2024-05-20,2024,5,31
BO6XOcfTyhU,PHPMyAdmin create a table easy,2024-05-20,2024,5,30
HAs7YXPduZI,PHP for loops explained,2024-05-20,2024,5,23
CuOZ8d7gWeU,PHP arrays explained,2024-05-20,2024,5,20
6AzAYU8AOhQ,PHP $_GET and $_POST explained,2024-05-20,2024,5,30
SI69DXbYHXU,PHP tutorial for beginners 🐘,2024-05-20,2024,5,28
przRGJtl0HY,PHP variables and data types,2024-05-20,2024,5,28
CgkZ7MvWUAA,React Full Course for free ⚛️,2024-01-16,2024,1,29
FpNfvbNYPsg,React useContext() hook introduction 🧗‍♂️,2024-01-09,2024,1,41
AiQ-V_0qvRI,Build this digital clock with React! 🕒,2024-01-07,2024,1,38
L-1sP3Ljhsg,React useEffect() hook introduction 🌟,2024-01-06,2024,1,37
VaDUGPMjzOM,Create a weather app with JavaScript! ☀️,2023-12-30,2023,12,40
9j1dZwFEJ-c,JavaScript ASYNC/AWAIT is easy! ⏳,2023-12-21,2023,12,33
NOzi4wBHn0o,What are JavaScript PROMISES? 🤞,2023-12-21,2023,12,31
9wiWzu_tRB0,Build this to-do-list app with React! ☝,2023-12-19,2023,12,39
62qN2RcpIAE,Learn the JavaScript classList property easy! 💡,2023-12-16,2023,12,47
q32skvBgxo4,Learn JavaScript KEY EVENTS in 10+ minutes! ⌨,2023-12-14,2023,12,45
WCRi7y6aNrQ,How to ADD/CHANGE HTML using JavaScript 🛠️,2023-12-11,2023,12,42
Y62mbztjmus,React JS update ARRAY of OBJECTS in state 🚘,2023-12-10,2023,12,43
NO5kUNxGIu0,The JavaScript DOM explained in 5 minutes! 🌳,2023-12-05,2023,12,44
Coyy79wRz_s,What is asynchronous JavaScript code? 💤,2023-11-30,2023,11,39
pq_FYp2JSLI,Build a JS compound interest calculator 💰,2023-11-28,2023,11,41
HOMu48bTzz8,Format currency EASY in JavaScript 💲,2023-11-28,2023,11,36
2glfqa-ZbNw,Build this digital clock with JavaScript! 🕐,2023-11-27,2023,11,43
CTHhlx25X-U,Learn JavaScript SORTING in 6 minutes! 🗃,2023-11-22,2023,11,40
b8gwYQ_V4K4,Learn JavaScript NESTED OBJECTS easy! 📫,2023-11-21,2023,11,39
UHZcJyVXtLo,JavaScript DESTRUCTURING in 8 minutes! 💥,2023-11-20,2023,11,40
KQVCAnh6Afk,JavaScript GETTERS &amp; SETTERS are awesome!!! 📐,2023-11-19,2023,11,49
U2vxAEiaVRY,Learn JavaScript CLASSES in 6 minutes! 🏭,2023-11-17,2023,11,40
WPmAu26LZKo,JavaScript CONSTRUCTORS in 5 minutes! 🛠,2023-11-16,2023,11,39
HFaxylC7bUc,JavaScript FUNCTIONS are easy! 📞,2023-11-03,2023,11,32
TDUz9QcGPoE,Learn JavaScript WHILE LOOPS in 8 minutes! 🔁,2023-10-30,2023,10,44
sPPGd4Lfh3s,Learn JavaScript STRING SLICING in 8 minutes! ✂️,2023-10-28,2023,10,48
z2fcWdoph4U,Learn JavaScript SWITCHES in 6 minutes! 💡,2023-10-24,2023,10,41
atS_A9HHAVo,JavaScript TERNARY OPERATOR in 6 minutes!  ❓,2023-10-23,2023,10,44
uy-1WNqecnI,Why the Math object in JavaScript is useful 🧮,2023-10-19,2023,10,45
jLRnuVHwHKk,Learn JavaScript TYPE CONVERSION in 5 minutes! 💱,2023-10-18,2023,10,48
JeXqaKeJSRI,How to accept JavaScript USER INPUT in 5 minutes 💬,2023-10-15,2023,10,50
uu0lOX6Ot3s,How to create a CSS image gallery in 5 minutes! 📷,2023-09-21,2023,9,49
k3AJx11k9QY,Learn CSS icons in 8 minutes! 🐤,2023-09-21,2023,9,31
f3uCSh6LIY0,How to create a CSS navigation bar in 6 minutes! 🧭,2023-09-21,2023,9,50
Hsu8uqQTSV8,CSS website layout in 9 minutes! 🗺️,2023-09-21,2023,9,35
QctF-i4-GuM,Learn CSS height and width in 6 minutes! 📏,2023-09-21,2023,9,42
tDqTXipQmBU,Learn HTML buttons in 5 minutes! 🔘,2023-09-21,2023,9,34
WbnCll6vvw4,Learn HTML span &amp; div in 4 minutes! 🏁,2023-09-21,2023,9,41
sm5hTFzSs5Y,Learn HTML images in 6 minutes! 🖼️,2023-09-21,2023,9,34
BAx2GaMW2qA,Learn HTML video in 4 minutes! 🎥,2023-09-21,2023,9,32
2oCN2q1x3c4,HTML tutorial for beginners 🌎,2023-09-21,2023,9,29
c2M-rlkkT5o,Learn MongoDB in 1 hour 🍃,2023-04-14,2023,4,25
5OdVJbNCSso,SQL Full Course for free 🐬,2023-01-02,2023,1,26
7QCHpAtlSMo,Python keyword arguments are awesome! 🗝️,2022-11-30,2022,11,40
89cGQjB5R4M,Functions in Python are easy 📞,2022-11-26,2022,11,30
oagHZwY9JJY,MySQL: STORED PROCEDURES,2022-11-22,2022,11,24
6FwQBS3jV_I,MySQL: ROLLUP,2022-11-20,2022,11,13
x-Ag2_bJ40Y,Code a dice roller program in 10 minutes! 🎲,2022-11-16,2022,11,43
fn68QNcatfo,ROCK PAPER SCISSORS game in Python 🗿,2022-11-14,2022,11,36
piJc18hcH0Y,Generate random numbers in Python 🎲,2022-11-12,2022,11,35
PbkIzW_70EI,Python concession stand program 🍿,2022-11-11,2022,11,33
gOMW_n2-2Mw,"Python lists, sets, and tuples explained 🍍",2022-11-04,2022,11,42
q-kZ8Rq58MY,MySQL LIMIT clause is easy,2022-11-03,2022,11,26
R-5F3BF8IeY,MySQL ORDER BY clause is easy,2022-11-02,2022,11,29
ALht4W2QxqY,MySQL: AUTO_INCREMENT is awesome,2022-10-25,2022,10,32
KWgYha0clzw,Learn Python for loops in 5 minutes! 🔁,2022-10-23,2022,10,38
EeG2boJCXbc,MySQL: CHECK constraint is easy,2022-10-20,2022,10,31
Of_-2pBeL0g,MySQL: UNIQUE constraint,2022-10-18,2022,10,24
fy5QsDJmctQ,Python temperature conversion program 🌡️,2022-10-13,2022,10,40
nMCOB8KElwo,User input in Python is easy + exercises ⌨️,2022-10-07,2022,10,43
9IX8bfUTSaA,ignore this video,2022-09-20,2022,9,17
-TkoO8Z07hI,C++ Full Course for free ⚡️,2022-06-28,2022,6,27
fc19HhHKtrA,C++ dynamic memory explained for beginners 🧠,2022-05-23,2022,5,44
bwqy8RZxrS4,Useful string methods in JavaScript 〰️【4 minutes】,2022-04-22,2022,4,49
dWsjatPhWHQ,What is the ternary operator ❓,2022-04-21,2022,4,30
kO3eEn_hgQc,What&#39;s an if statement? 🤔,2022-04-21,2022,4,29
Bx9b12FCF5o,What is a switch? 🔀,2022-04-21,2022,4,19
imiIhu9u670,How to accept user input in C++? ⌨️,2022-04-19,2022,4,35
S3nx34WFXjI,C++ tutorial for beginners 👨‍💻,2022-04-15,2022,4,30
b_NjndniOqY,Learn Tree traversal in 3 minutes 🧗,2021-11-10,2021,11,35
Gt2yBZAhsGM,Learn Binary search trees in 20 minutes 🔍,2021-11-10,2021,11,41
7z_HXFZqXqc,Learn Priority Queue data structures in 5 minutes 🥇,2021-10-17,2021,10,51
87SH2Cn0s9A,C Programming Full Course for free ⚙️,2021-10-07,2021,10,37
N1twTeNMdOE,C break vs continue 🥊,2021-10-06,2021,10,21
Vh4krbTnTAA,C 2D arrays ⬜,2021-10-06,2021,10,13
Hzg3kCHJcxI,C reading files 🔎,2021-10-06,2021,10,17
DplxIq0mc_Y,C pointers explained👉,2021-10-06,2021,10,21
yD3MGmGtlWY,C quiz game 💯,2021-10-06,2021,10,13
b4DPj0XAfSg,C for loops in 3 minutes! 🔁,2021-10-06,2021,10,27
wRNinF7YQqQ,Learn CSS in 1 hour 🎨,2021-09-08,2021,9,21
O7mTUtHDP5E,Learn CSS animation in 8 minutes 🎞️,2021-09-04,2021,9,35
fWnXVwULqrE,Learn CSS pseudo classes in 5 minutes 👨‍👧‍👦,2021-09-04,2021,9,43
qTEDcXJ-dzw,Learn CSS shadows in 2 minutes 👥,2021-09-03,2021,9,32
6RuzhtsbSIg,Learn CSS borders in 2 minutes 🔲,2021-09-02,2021,9,32
xv-bBxaa7WU,CSS tutorial for beginners 🎨,2021-09-02,2021,9,28
yHX-UwAnoqk,Learn HTML span &amp; div in 2 minutes 🏁,2021-09-01,2021,9,40
6IQz_cF-Slk,Learn HTML colors in 3 minutes 🖍️,2021-09-01,2021,9,33
5mqHzWIzruM,C hypotenuse calculator program 📐,2021-09-01,2021,9,33
REtiFfgj8SU,C circle circumference program ⚪,2021-08-27,2021,8,32
Ws-mVAJDFAw,C user input ⌨️,2021-08-24,2021,8,15
-kXZvKxs9oA,Learn HTML lists in 4 minutes 📋,2021-08-21,2021,8,31
SZfoOAv9tEo,Learn HTML text formatting in 2 minutes 💬,2021-08-21,2021,8,41
9E3I1URu6fc,C arithmetic operators ➗,2021-08-19,2021,8,24
Y17nTXAWBqs,C constants 🚫,2021-08-17,2021,8,13
Hh_se2Zqsdk,Learn HTML images in 3 minutes 📷,2021-08-15,2021,8,32
iLZOL-hmr7M,C format specifiers 🔧,2021-08-15,2021,8,21
Vtckgz38QHs,Learn Quick Sort in 13 minutes ⚡,2021-08-13,2021,8,32
aIQk1O08zpg,C variables 💰,2021-07-16,2021,7,13
8FmE_-QXg3Y,C# getters &amp; setters 🔒,2021-07-03,2021,7,26
RuhGv81tpoU,C# interfaces 🐟,2021-07-03,2021,7,15
06BrbJm7Sho,C# abstract classes 👻,2021-07-03,2021,7,21
EvSyka9vJho,C# inheritance 👪,2021-07-03,2021,7,16
Z70AwnYYJOc,C# auto implemented properties 🔐,2021-07-03,2021,7,32
IHMmPVEOT64,C# arrays 🚗,2021-07-03,2021,7,11
EyghyKO4BlA,C# while loops ♾️,2021-07-03,2021,7,17
pSPQnXleaS8,C# if statements 🤔,2021-07-03,2021,7,18
9V5B3dNoVIA,C# classes 📦,2021-07-03,2021,7,12
WFzLcZk137s,C# nested loops ➿,2021-07-03,2021,7,17
IxBMVztdlr4,C# variables ✖️,2021-07-03,2021,7,15
b8BUFfgyjK4,C# output 💬,2021-07-03,2021,7,11
u8Xam9EsqXQ,Learn Recursion in 8 minutes 😵,2021-06-21,2021,6,30
8mJ-OhcfpYg,Learn Insertion Sort in 7 minutes 🧩,2021-06-08,2021,6,35
30MKAcoffIo,LinkedLists vs ArrayLists 🤼‍♂️,2021-05-10,2021,5,30
tCVo7NzCO4k,JavaFX FlowPane 🌊,2021-03-18,2021,3,17
CNLHTrY3Nh8,JavaFX TreeView 🌳,2021-03-17,2021,3,17
XKHEtdqhLK8,Python Full Course for free 🐍,2021-02-15,2021,2,29
YOhrIov7PZA,Python multiprocessing ⚡,2021-02-08,2021,2,24
5UQZNHlaUVc,Python calculator app 🖩,2021-02-01,2021,2,23
Qj3GlL5ckQA,Python time module ⌚,2021-01-25,2021,1,20
97NdNoA3XUQ,Python break continue pass ⛔,2021-01-11,2021,1,28
TeDlx2Klij0,Python abstract classes 👻,2021-01-04,2021,1,25
2KzyvzeWFbQ,Python walrus operator := 🦦,2021-01-04,2021,1,27
o-lAsVuskKI,JavaFX CSS styling 🎨,2021-01-04,2021,1,20
N3LZM4WFHBY,JavaFX Event Handling using Scene Builder 🎪,2020-12-28,2020,12,43
q2SGW2VgwAM,Python Object Oriented Programming in 10 minutes 🐍,2020-12-28,2020,12,50
an59YHkdK9A,Python inheritance 👪,2020-12-28,2020,12,20
wGlnsJFnGAI,Python string slicing ✂️,2020-12-21,2020,12,24
hyydAO2qSXQ,Python delete a file 🗑️,2020-12-21,2020,12,23
vg7Hwd9TANY,Python functions 📞,2020-11-30,2020,11,18
t35B5HjPm9Q,Python string format 💬,2020-11-30,2020,11,22
w6hL_dszMxk,Python tuples 📋,2020-11-30,2020,11,15
v5p_SUfi710,Java methods explained in 10+ minutes! 📞,2020-10-19,2020,10,40
Rn16ugyorX0,Java for loop ➰,2020-10-19,2020,10,15
2hkngtWLGvE,Java polymorphism 🏁,2020-10-06,2020,10,19
GvbdMwfjB98,Java toString method 🎉,2020-10-06,2020,10,22
oKZnHNM9Ew4,Java super keyword 🦸‍♂️,2020-09-29,2020,9,23
nRJWltqX4UY,Java object passing 🏬,2020-09-29,2020,9,21
nhIB2S6NiFA,Java array of objects 🍱,2020-09-29,2020,9,23
l7IMBy4_nhA,Let&#39;s code a CLOCK PROGRAM in python! 🕒,2020-09-16,2020,9,43
Kmgo00avvEw,Java Swing GUI Full Course ☕,2020-09-14,2020,9,28
KcEvHq8Pqs0,Java 2D canvas graphics 🖍️,2020-09-10,2020,9,26
4bMU1xAolSg,Python tkinter how to add window tabs 📑,2020-09-02,2020,9,39
A6sA9KItwpY,Java select a file 🔎,2020-09-01,2020,9,20
uGmMsGOcBB0,Learn Python tkinter GUI drag &amp; drop easy 👈,2020-08-31,2020,8,47
EAxV_eoYrIg,Java combobox 📑,2020-08-25,2020,8,15
GwxvLzQoMYM,Java checkbox ✔️,2020-08-21,2020,8,16
q8WDvrjPt0M,Python GUI open a file (filedialog) 📁,2020-08-10,2020,8,37
LI8KQ3pjQug,Learn Python tkinter GUI colorchooser easy 🎨,2020-08-09,2020,8,44
SGTtoHO6loo,Learn Python tkinter GUI messageboxes easy 💭,2020-08-08,2020,8,44
bI6e6qjJ8JQ,Java snake game 🐍,2020-07-20,2020,7,17
QEF62Fm81h4,Java TimerTask ⌚,2020-06-20,2020,6,16
XhH93_woZIY,Java custom exceptions 🛑,2020-06-02,2020,6,24
ljEZlKU5XT4,C++ if statements (#6) ❓,2020-04-10,2020,4,24
