query,rank,video_id,score
Real world applications of machine learning,2,zkJt9y7ixiY,0.44616494
Real world applications of machine learning,3,aokdrllzkFQ,0.43697774
Real world applications of machine learning,4,suuDVhYXe5Y,0.41354352
Real world applications of machine learning,5,gmuTjeQUbTM,0.41309726
How AI is changing software development,1,MdEexYakkHw,0.66606843
How AI is changing software development,2,lIghF_OewYg,0.60227776
How AI is changing software development,3,56Hv0LDjtWM,0.56834257
How AI is changing software development,4,2yF62QE59G8,0.5591669
How AI is changing software development,5,jydYq7oAtD8,0.55450517
Beginner guide to APIs and how they work,1,KOutPbKc9UM,0.5070356
Beginner guide to APIs and how they work,2,WSsOXo07LeE,0.5021914
Beginner guide to APIs and how they work,3,UsfpzxZNsPo,0.4491017
Beginner guide to APIs and how they work,4,Q7P20fHJlm4,0.43633047
Beginner guide to APIs and how they work,5,GIZzRGYpCbM,0.4152478
How to use REST APIs in projects,1,KOutPbKc9UM,0.43170643
How to use REST APIs in projects,2,WSsOXo07LeE,0.33894768
How to use REST APIs in projects,3,21_I-12f5JE,0.3292948
How to use REST APIs in projects,4,cw02dMpWStI,0.32663703
How to use REST APIs in projects,5,BiA08jfr4RU,0.306254
Best practices for writing clean code,1,626BcUO84og,0.5714083
Best practices for writing clean code,2,OGRyln02De4,0.38106447
Best practices for writing clean code,3,7ysrM5BMe6Q,0.3452584
Best practices for writing clean code,4,voPcxCFMbbM,0.33299482
Best practices for writing clean code,5,ZldNCx4AvEM,0.3327393
How to debug code effectively,1,ll1mpTJ4qBU,0.50171524
How to debug code effectively,2,OGRyln02De4,0.49957383
How to debug code effectively,3,DIRnYM2dOs0,0.48602694
How to debug code effectively,4,FqJuiLbgqNA,0.35204202
How to debug code effectively,5,iMLGy2wEE_g,0.33758166
Tips for learning data structures and algorithms,1,mrRfPVm9nAY,0.64723015
Tips for learning data structures and algorithms,2,xwI5OBEnsZU,0.5319761
Tips for learning data structures and algorithms,3,G9JxuWk7BDA,0.4910397
Tips for learning data structures and algorithms,4,MZVyASCY8sQ,0.46727785
Tips for learning data structures and algorithms,5,xJjxQjZTryI,0.46473867
How to prepare for coding interviews,1,BrBMM2gIQN8,0.6815893
How to prepare for coding interviews,2,xwI5OBEnsZU,0.55539817
How to prepare for coding interviews,3,EO8QoyRSVaw,0.53986317
How to prepare for coding interviews,4,cfOI7PBhkWk,0.50363237
How to prepare for coding interviews,5,_-Tj3bPSYCI,0.49514914
What is cloud computing and how to learn it,1,xHUwGx-ZlTM,0.492903
What is cloud computing and how to learn it,2,_4uQI4ihGVU,0.4685614
What is cloud computing and how to learn it,3,tVskbekONlw,0.42257097
What is cloud computing and how to learn it,4,9HOpanT0GRs,0.42062414
What is cloud computing and how to learn it,5,gmuTjeQUbTM,0.41815498
Introduction to DevOps for beginners,1,rgt5GPFgryI,0.5292525
Introduction to DevOps for beginners,2,hP931079TMw,0.5125683
Introduction to DevOps for beginners,3,s950xhRvqYQ,0.5118261
Introduction to DevOps for beginners,4,cjam-BWAaL8,0.50261396
Introduction to DevOps for beginners,5,xHUwGx-ZlTM,0.48612112
How to deploy a web application,1,KOutPbKc9UM,0.35936648
How to deploy a web application,2,BiA08jfr4RU,0.33731982
How to deploy a web application,3,lEcULR30-GM,0.29733855
How to deploy a web application,4,Q7P20fHJlm4,0.28688717
How to deploy a web application,5,yhtdkuw9mbM,0.28470334
What is Docker and how to use it,1,lEcULR30-GM,0.48198038
What is Docker and how to use it,2,_4uQI4ihGVU,0.3238582
What is Docker and how to use it,3,l57xKN6OBhY,0.31776494
What is Docker and how to use it,4,Fr9GqFwl6NM,0.3137627
What is Docker and how to use it,5,wP8SiwiExBk,0.2922629
How to build scalable applications,1,xHUwGx-ZlTM,0.48232374
How to build scalable applications,2,D5F8kp_azzw,0.39865017
How to build scalable applications,3,21_I-12f5JE,0.39647752
How to build scalable applications,4,BMt-qvrEcFY,0.3823099
How to build scalable applications,5,Q7P20fHJlm4,0.3692677
Best resources to learn programming for free,1,voPcxCFMbbM,0.61465585
Best resources to learn programming for free,2,ZK6XWSCCgPQ,0.597247
Best resources to learn programming for free,3,cjam-BWAaL8,0.5082496
Best resources to learn programming for free,4,lw1vTtFyfgg,0.5007702
Best resources to learn programming for free,5,H6gHXV6OgFU,0.50052303
How to stay motivated while learning to code,1,o54etZM-DrY,0.6283306
How to stay motivated while learning to code,2,q4Ovbh3tpU0,0.61911434
How to stay motivated while learning to code,3,H6gHXV6OgFU,0.5743687
How to stay motivated while learning to code,4,E7o_WdfKszU,0.51453197
How to stay motivated while learning to code,5,7ysrM5BMe6Q,0.51009333
What are the latest trends in tech careers,1,2yF62QE59G8,0.4821533
What are the latest trends in tech careers,2,lIghF_OewYg,0.4754609
What are the latest trends in tech careers,3,ekXUXu7Eejs,0.46991557
What are the latest trends in tech careers,4,9tyZL5KIiGU,0.4676413
What are the latest trends in tech careers,5,9q24hqwm4QM,0.45267457
How to transition into a tech career,1,9tyZL5KIiGU,0.49145836
How to transition into a tech career,2,H6gHXV6OgFU,0.46677956
How to transition into a tech career,3,GC5CLCgnvm0,0.46667898
How to transition into a tech career,4,q4Ovbh3tpU0,0.44748715
How to transition into a tech career,5,9q24hqwm4QM,0.4281435
Beginner guide to cybersecurity,1,9HOpanT0GRs,0.72756606
Beginner guide to cybersecurity,2,ug8W0sFiVJo,0.6535839
Beginner guide to cybersecurity,3,wck2LmaMaB4,0.5914537
Beginner guide to cybersecurity,4,fQbBPa0ADvs,0.54893255
Beginner guide to cybersecurity,5,kb_scuDUHls,0.4713767
What is blockchain and how does it work,1,KOutPbKc9UM,0.320135
What is blockchain and how does it work,2,c6IyCwAV6BY,0.29997075
What is blockchain and how does it work,3,fQbBPa0ADvs,0.29201427
What is blockchain and how does it work,4,GIZzRGYpCbM,0.26986524
What is blockchain and how does it work,5,mrRfPVm9nAY,0.2647038
How to build mobile apps with JavaScript,1,BiA08jfr4RU,0.548861
How to build mobile apps with JavaScript,2,HEGrkgpe7-Y,0.52948576
How to build mobile apps with JavaScript,3,c6IyCwAV6BY,0.51579326
How to build mobile apps with JavaScript,4,v7Butot2fHY,0.46544364
How to build mobile apps with JavaScript,5,xJjxQjZTryI,0.4530403
What is TypeScript and why use it,1,Fd4XR_EkDHc,0.4843855
What is TypeScript and why use it,2,HEGrkgpe7-Y,0.46489823
What is TypeScript and why use it,3,y5aKEyPfLKs,0.4602928
What is TypeScript and why use it,4,E2oyLZVBcQw,0.45067936
What is TypeScript and why use it,5,c6IyCwAV6BY,0.42736328
How to optimize website performance,1,b_6KoSdgHiA,0.4957443
How to optimize website performance,2,VplSjvnwG_Y,0.47927207
How to optimize website performance,3,keTcXT145CI,0.42474556
How to optimize website performance,4,BiA08jfr4RU,0.32637987
How to optimize website performance,5,c6IyCwAV6BY,0.27371532
What is responsive web design,1,nbsz6muQRT4,0.4385923
What is responsive web design,2,baYjd4pFjlw,0.40881288
What is responsive web design,3,BiA08jfr4RU,0.37745187
What is responsive web design,4,8Si7eCfEpB0,0.36570194
What is responsive web design,5,c6IyCwAV6BY,0.3377046
How to create interactive web experiences,1,BiA08jfr4RU,0.56017923
How to create interactive web experiences,2,yhtdkuw9mbM,0.53135884
How to create interactive web experiences,3,c6IyCwAV6BY,0.4628419
How to create interactive web experiences,4,KOutPbKc9UM,0.4063209
How to create interactive web experiences,5,tdsQwuyS6DQ,0.39500248
How to work with animations in web development,1,yhtdkuw9mbM,0.48897398
How to work with animations in web development,2,BiA08jfr4RU,0.47294176
How to work with animations in web development,3,tdsQwuyS6DQ,0.4355562
How to work with animations in web development,4,nbsz6muQRT4,0.37558758
How to work with animations in web development,5,66hDgWottdA,0.35596767
Tips for UI/UX design for developers,1,BiA08jfr4RU,0.4494921
Tips for UI/UX design for developers,2,rgt5GPFgryI,0.44165492
Tips for UI/UX design for developers,3,cfOI7PBhkWk,0.4304352
Tips for UI/UX design for developers,4,GAZkxw6DJJE,0.40716693
Tips for UI/UX design for developers,5,s950xhRvqYQ,0.3967239
How to use Git and GitHub effectively,1,mAFoROnOfHs,0.76480067
How to use Git and GitHub effectively,2,ZldNCx4AvEM,0.73141503
How to use Git and GitHub effectively,3,cw02dMpWStI,0.4027509
How to use Git and GitHub effectively,4,HihwnUepmdg,0.38391048
How to use Git and GitHub effectively,5,voPcxCFMbbM,0.36851233
What is open source and how to contribute,1,FHBBaSUQk1Y,0.6581001
What is open source and how to contribute,2,4RGkpzTJjfg,0.62847257
What is open source and how to contribute,3,HihwnUepmdg,0.6257614
What is open source and how to contribute,4,c1Op7YSTwhg,0.5373765
What is open source and how to contribute,5,cw02dMpWStI,0.499147
How to collaborate on coding projects,1,HihwnUepmdg,0.48893213
How to collaborate on coding projects,2,ZldNCx4AvEM,0.44366574
How to collaborate on coding projects,3,mAFoROnOfHs,0.43048742
How to collaborate on coding projects,4,OGRyln02De4,0.4285369
How to collaborate on coding projects,5,CcQwCGUdRmw,0.4253627
What is test-driven development,1,jydYq7oAtD8,0.3632187
What is test-driven development,2,s950xhRvqYQ,0.34603786
What is test-driven development,3,Yygu7TBWdPs,0.31325108
What is test-driven development,4,OGRyln02De4,0.2771025
What is test-driven development,5,tZef2ZzbyuQ,0.2669441
How to write unit tests for your code,1,Yygu7TBWdPs,0.49361014
How to write unit tests for your code,2,jydYq7oAtD8,0.48762068
How to write unit tests for your code,3,OGRyln02De4,0.2930298
How to write unit tests for your code,4,s950xhRvqYQ,0.28276566
How to write unit tests for your code,5,ug8W0sFiVJo,0.24499354
Best practices for backend development,1,KOutPbKc9UM,0.6540483
Best practices for backend development,2,21_I-12f5JE,0.4030294
Best practices for backend development,3,Q7P20fHJlm4,0.39323223
Best practices for backend development,4,BiA08jfr4RU,0.34271362
Best practices for backend development,5,GAZkxw6DJJE,0.3223591
How databases work in web applications,1,26ls5lNiijk,0.60574335
How databases work in web applications,2,u1T8yyEEKWY,0.5293967
How databases work in web applications,3,KOutPbKc9UM,0.44516274
How databases work in web applications,4,Q7P20fHJlm4,0.39280522
How databases work in web applications,5,c6IyCwAV6BY,0.34580076
SQL vs NoSQL: which one to choose,1,26ls5lNiijk,0.41291222
SQL vs NoSQL: which one to choose,2,u1T8yyEEKWY,0.31549314
SQL vs NoSQL: which one to choose,3,KOutPbKc9UM,0.26766288
SQL vs NoSQL: which one to choose,4,Q7P20fHJlm4,0.23557813
SQL vs NoSQL: which one to choose,5,xHUwGx-ZlTM,0.21909885
How to manage state in frontend applications,1,keTcXT145CI,0.36918128
How to manage state in frontend applications,2,KOutPbKc9UM,0.3386036
How to manage state in frontend applications,3,Q7P20fHJlm4,0.2698031
How to manage state in frontend applications,4,WSsOXo07LeE,0.24657892
How to manage state in frontend applications,5,21_I-12f5JE,0.24372709
What is serverless architecture,1,xHUwGx-ZlTM,0.6559931
What is serverless architecture,2,BMt-qvrEcFY,0.51412094
What is serverless architecture,3,UIf-SlmMays,0.3150803
What is serverless architecture,4,GIZzRGYpCbM,0.30714476
What is serverless architecture,5,Q7P20fHJlm4,0.2974493
How to build APIs from scratch,1,ldkfMvE36FI,0.4080146
How to build APIs from scratch,2,MZVyASCY8sQ,0.38940307
How to build APIs from scratch,3,KOutPbKc9UM,0.38879913
How to build APIs from scratch,4,xJjxQjZTryI,0.38203222
How to build APIs from scratch,5,cjam-BWAaL8,0.3783
What is microservices architecture,1,xHUwGx-ZlTM,0.4931579
What is microservices architecture,2,_4uQI4ihGVU,0.31139928
What is microservices architecture,3,GIZzRGYpCbM,0.28329012
What is microservices architecture,4,21_I-12f5JE,0.27822524
What is microservices architecture,5,KOutPbKc9UM,0.27509052
How to structure large codebases,1,cjam-BWAaL8,0.43172282
How to structure large codebases,2,ldkfMvE36FI,0.3869418
How to structure large codebases,3,ZldNCx4AvEM,0.36335212
How to structure large codebases,4,58Tn2xB8kIE,0.35964355
How to structure large codebases,5,mAFoROnOfHs,0.32383573
Tips for learning programming faster,1,q4Ovbh3tpU0,0.6361661
Tips for learning programming faster,2,ZK6XWSCCgPQ,0.59570384
Tips for learning programming faster,3,MZVyASCY8sQ,0.5097922
Tips for learning programming faster,4,QpGTmAoEINA,0.5054723
Tips for learning programming faster,5,voPcxCFMbbM,0.49214497
Common mistakes beginners make in coding,1,OGRyln02De4,0.51036197
Common mistakes beginners make in coding,2,7ysrM5BMe6Q,0.47831923
Common mistakes beginners make in coding,3,ZK6XWSCCgPQ,0.47624183
Common mistakes beginners make in coding,4,uWRdzJTpcpI,0.47591227
Common mistakes beginners make in coding,5,GC5CLCgnvm0,0.43919027
How to build a portfolio as a developer,1,yhtdkuw9mbM,0.503743
How to build a portfolio as a developer,2,BiA08jfr4RU,0.39854228
How to build a portfolio as a developer,3,cw02dMpWStI,0.38549715
How to build a portfolio as a developer,4,HihwnUepmdg,0.37530744
How to build a portfolio as a developer,5,cfOI7PBhkWk,0.35609248
What projects should beginners build,1,BiA08jfr4RU,0.47893935
What projects should beginners build,2,xJjxQjZTryI,0.4658389
What projects should beginners build,3,cw02dMpWStI,0.45802036
What projects should beginners build,4,MZVyASCY8sQ,0.44064885
What projects should beginners build,5,voPcxCFMbbM,0.4392354
How to learn coding without a degree,1,H6gHXV6OgFU,0.66154826
How to learn coding without a degree,2,QpGTmAoEINA,0.5445663
How to learn coding without a degree,3,ZK6XWSCCgPQ,0.53359455
How to learn coding without a degree,4,lw1vTtFyfgg,0.53170925
How to learn coding without a degree,5,voPcxCFMbbM,0.528502
Day in the life of a software developer,1,rgt5GPFgryI,0.605511
Day in the life of a software developer,2,s950xhRvqYQ,0.6023604
Day in the life of a software developer,3,gpm1hRv6WL8,0.5869054
Day in the life of a software developer,4,hP931079TMw,0.5758356
Day in the life of a software developer,5,DzVm161M4Kk,0.569631
What tools do developers use daily,1,MdEexYakkHw,0.46620524
What tools do developers use daily,2,zkJt9y7ixiY,0.41279045
What tools do developers use daily,3,gpm1hRv6WL8,0.40803123
What tools do developers use daily,4,hP931079TMw,0.40766507
What tools do developers use daily,5,s950xhRvqYQ,0.39742523
How to automate tasks with code,1,Yygu7TBWdPs,0.41481835
How to automate tasks with code,2,MZVyASCY8sQ,0.4101674
How to automate tasks with code,3,UsfpzxZNsPo,0.39711106
How to automate tasks with code,4,jydYq7oAtD8,0.3970719
How to automate tasks with code,5,WKIjkxxNH0c,0.38702232
What is data science and how to start,1,g_3IKHG-rfA,0.4521284
What is data science and how to start,2,mrRfPVm9nAY,0.42604095
What is data science and how to start,3,MZVyASCY8sQ,0.41834927
What is data science and how to start,4,xwI5OBEnsZU,0.3897336
What is data science and how to start,5,G9JxuWk7BDA,0.38641745
How to visualize data using JavaScript,1,c6IyCwAV6BY,0.50476027
How to visualize data using JavaScript,2,xJjxQjZTryI,0.4241761
How to visualize data using JavaScript,3,v7Butot2fHY,0.40772146
How to visualize data using JavaScript,4,HEGrkgpe7-Y,0.4043462
How to visualize data using JavaScript,5,Fd4XR_EkDHc,0.40169632
Introduction to neural networks,1,wu8npoU37cI,0.48657805
Introduction to neural networks,2,tchN4xa4pfg,0.4271614
Introduction to neural networks,3,xJjxQjZTryI,0.41325295
Introduction to neural networks,4,kRv2ElPNAdY,0.40484756
Introduction to neural networks,5,I7_WXKhyGms,0.3791495
How to train machine learning models,1,MZVyASCY8sQ,0.5169025
How to train machine learning models,2,tVskbekONlw,0.46015877
How to train machine learning models,3,wu8npoU37cI,0.45545596
How to train machine learning models,4,I7_WXKhyGms,0.42876023
How to train machine learning models,5,tchN4xa4pfg,0.42798603
What is deep learning in simple terms,1,wu8npoU37cI,0.49917036
What is deep learning in simple terms,2,aokdrllzkFQ,0.4794171
What is deep learning in simple terms,3,tchN4xa4pfg,0.45576328
What is deep learning in simple terms,4,kRv2ElPNAdY,0.39936298
What is deep learning in simple terms,5,VWcCVKaN2vA,0.39523894
How to use AI tools for coding,1,MdEexYakkHw,0.7342132
How to use AI tools for coding,2,MZVyASCY8sQ,0.6950632
How to use AI tools for coding,3,suuDVhYXe5Y,0.63269424
How to use AI tools for coding,4,tchN4xa4pfg,0.6322295
How to use AI tools for coding,5,UsfpzxZNsPo,0.56444454
Future of artificial intelligence explained,1,aokdrllzkFQ,0.61898863
Future of artificial intelligence explained,2,tr5Fapv80Cw,0.6156082
Future of artificial intelligence explained,3,tchN4xa4pfg,0.56709766
Future of artificial intelligence explained,4,gmuTjeQUbTM,0.535691
Future of artificial intelligence explained,5,UsfpzxZNsPo,0.5249641
How to learn new technologies quickly,1,q4Ovbh3tpU0,0.5067736
How to learn new technologies quickly,2,MZVyASCY8sQ,0.5000102
How to learn new technologies quickly,3,QpGTmAoEINA,0.48601267
How to learn new technologies quickly,4,GC5CLCgnvm0,0.48453385
How to learn new technologies quickly,5,oRZouQxC5Gw,0.45467663
Tips for working remotely as a developer,1,gpm1hRv6WL8,0.394163
Tips for working remotely as a developer,2,QpGTmAoEINA,0.36274254
Tips for working remotely as a developer,3,5y9nVwPwX_o,0.35081604
Tips for working remotely as a developer,4,cfOI7PBhkWk,0.33003208
Tips for working remotely as a developer,5,s950xhRvqYQ,0.31284472
How to improve coding productivity,1,q4Ovbh3tpU0,0.48789477
How to improve coding productivity,2,7ysrM5BMe6Q,0.46630365
How to improve coding productivity,3,o54etZM-DrY,0.46451008
How to improve coding productivity,4,rgt5GPFgryI,0.427599
How to improve coding productivity,5,QMgIovzpYVw,0.4118512
What is pair programming,1,ZK6XWSCCgPQ,0.3602066
What is pair programming,2,gmuTjeQUbTM,0.35755104
What is pair programming,3,pdleuy5lljY,0.35430235
What is pair programming,4,fQ51cM44o7I,0.3497943
What is pair programming,5,OGRyln02De4,0.3471161
How to review code effectively,1,H3i9DGnMxWQ,0.5224071
How to review code effectively,2,OGRyln02De4,0.44111943
How to review code effectively,3,Ufy1FyqvfKM,0.3776839
How to review code effectively,4,626BcUO84og,0.35473436
How to review code effectively,5,ll1mpTJ4qBU,0.3370852
Best coding practices for teams,1,s950xhRvqYQ,0.4131557
Best coding practices for teams,2,OGRyln02De4,0.38816857
Best coding practices for teams,3,ZldNCx4AvEM,0.38270217
Best coding practices for teams,4,rgt5GPFgryI,0.38261282
Best coding practices for teams,5,cfOI7PBhkWk,0.37547642
How to handle large datasets in applications,1,26ls5lNiijk,0.2849743
How to handle large datasets in applications,2,tVskbekONlw,0.27843133
How to handle large datasets in applications,3,xwI5OBEnsZU,0.2758955
How to handle large datasets in applications,4,mrRfPVm9nAY,0.26727015
How to handle large datasets in applications,5,BMt-qvrEcFY,0.24509424
What is edge computing,1,0WjfKQdfeMU,0.36872584
What is edge computing,2,xHUwGx-ZlTM,0.34896916
What is edge computing,3,GIZzRGYpCbM,0.32947868
What is edge computing,4,2yF62QE59G8,0.31434327
What is edge computing,5,aokdrllzkFQ,0.26967564
How to build real-time applications,1,GIZzRGYpCbM,0.35181227
How to build real-time applications,2,BMt-qvrEcFY,0.35066354
How to build real-time applications,3,Q7P20fHJlm4,0.34519783
How to build real-time applications,4,cjam-BWAaL8,0.33899972
How to build real-time applications,5,MZVyASCY8sQ,0.3313751
What are the challenges in modern software development,1,s950xhRvqYQ,0.42060548
What are the challenges in modern software development,2,gmuTjeQUbTM,0.4169161
What are the challenges in modern software development,3,7yruIW4NvEQ,0.40799752
What are the challenges in modern software development,4,xwI5OBEnsZU,0.39970973
What are the challenges in modern software development,5,Fi8vnYgMiHA,0.37811336
