query,rank,video_id,score
How to write unit tests for your code,3,OGRyln02De4,0.32371092
How to write unit tests for your code,4,jydYq7oAtD8,0.29027382
How to write unit tests for your code,5,s950xhRvqYQ,0.2656904
Best practices for backend development,1,KOutPbKc9UM,0.5628359
Best practices for backend development,2,2Kw3e-1vbBQ,0.44050878
Best practices for backend development,3,ldkfMvE36FI,0.42792046
Best practices for backend development,4,GAZkxw6DJJE,0.41833246
Best practices for backend development,5,21_I-12f5JE,0.41241097
How databases work in web applications,1,KOutPbKc9UM,0.4790997
How databases work in web applications,2,26ls5lNiijk,0.45743138
How databases work in web applications,3,u1T8yyEEKWY,0.32963955
How databases work in web applications,4,HEGrkgpe7-Y,0.2794996
How databases work in web applications,5,uWRdzJTpcpI,0.27905792
SQL vs NoSQL: which one to choose,1,26ls5lNiijk,0.38728756
SQL vs NoSQL: which one to choose,2,u1T8yyEEKWY,0.36600316
SQL vs NoSQL: which one to choose,3,KOutPbKc9UM,0.28845936
SQL vs NoSQL: which one to choose,4,9tyZL5KIiGU,0.23276246
SQL vs NoSQL: which one to choose,5,Tbqmz0ZP8q8,0.21927378
How to manage state in frontend applications,1,keTcXT145CI,0.3354895
How to manage state in frontend applications,2,VplSjvnwG_Y,0.21406522
How to manage state in frontend applications,3,odP153inZUo,0.20872216
How to manage state in frontend applications,4,I7_WXKhyGms,0.2064361
How to manage state in frontend applications,5,CcrC5zSv1iA,0.20638636
What is serverless architecture,1,xHUwGx-ZlTM,0.5730712
What is serverless architecture,2,BMt-qvrEcFY,0.4167344
What is serverless architecture,3,KOutPbKc9UM,0.2743259
What is serverless architecture,4,21_I-12f5JE,0.2600019
What is serverless architecture,5,uWRdzJTpcpI,0.25428063
How to build APIs from scratch,1,21_I-12f5JE,0.38820845
How to build APIs from scratch,2,GAZkxw6DJJE,0.37236705
How to build APIs from scratch,3,xJjxQjZTryI,0.36375052
How to build APIs from scratch,4,cw02dMpWStI,0.3510937
How to build APIs from scratch,5,D5F8kp_azzw,0.347833
What is microservices architecture,1,xHUwGx-ZlTM,0.5718018
What is microservices architecture,2,9q24hqwm4QM,0.3826955
What is microservices architecture,3,_4uQI4ihGVU,0.31648365
What is microservices architecture,4,tVskbekONlw,0.3141519
What is microservices architecture,5,BMt-qvrEcFY,0.3079752
How to structure large codebases,1,ldkfMvE36FI,0.4810218
How to structure large codebases,2,mrRfPVm9nAY,0.35306454
How to structure large codebases,3,H3i9DGnMxWQ,0.33495802
How to structure large codebases,4,OGRyln02De4,0.31430185
How to structure large codebases,5,cjam-BWAaL8,0.3124708
Tips for learning programming faster,1,q4Ovbh3tpU0,0.6086187
Tips for learning programming faster,2,MZVyASCY8sQ,0.51220715
Tips for learning programming faster,3,oRZouQxC5Gw,0.49192044
Tips for learning programming faster,4,o54etZM-DrY,0.47201157
Tips for learning programming faster,5,66hDgWottdA,0.4574452
Common mistakes beginners make in coding,1,OGRyln02De4,0.5595628
Common mistakes beginners make in coding,2,w_BIYb6WbtU,0.5004667
Common mistakes beginners make in coding,3,7ysrM5BMe6Q,0.48520985
Common mistakes beginners make in coding,4,xJjxQjZTryI,0.4512807
Common mistakes beginners make in coding,5,oRZouQxC5Gw,0.41094023
How to build a portfolio as a developer,1,yhtdkuw9mbM,0.55690503
How to build a portfolio as a developer,2,tdsQwuyS6DQ,0.43911088
How to build a portfolio as a developer,3,gpm1hRv6WL8,0.43383908
How to build a portfolio as a developer,4,Bufi2i2fLT0,0.41496658
How to build a portfolio as a developer,5,BiA08jfr4RU,0.36297545
What projects should beginners build,1,xJjxQjZTryI,0.5952251
What projects should beginners build,2,cw02dMpWStI,0.5009403
What projects should beginners build,3,BiA08jfr4RU,0.49847096
What projects should beginners build,4,yhtdkuw9mbM,0.48463216
What projects should beginners build,5,GAZkxw6DJJE,0.48009852
How to learn coding without a degree,1,H6gHXV6OgFU,0.5951518
How to learn coding without a degree,2,ekXUXu7Eejs,0.5793108
How to learn coding without a degree,3,voPcxCFMbbM,0.5609428
How to learn coding without a degree,4,QpGTmAoEINA,0.5173536
How to learn coding without a degree,5,7ysrM5BMe6Q,0.50707674
Day in the life of a software developer,1,gpm1hRv6WL8,0.7632419
Day in the life of a software developer,2,q4Ovbh3tpU0,0.5594548
Day in the life of a software developer,3,7ysrM5BMe6Q,0.49221593
Day in the life of a software developer,4,LsY7U2Muau8,0.4200198
Day in the life of a software developer,5,zfUP1tIC64o,0.4165336
What tools do developers use daily,1,MdEexYakkHw,0.4983748
What tools do developers use daily,2,gpm1hRv6WL8,0.4916289
What tools do developers use daily,3,zkJt9y7ixiY,0.46704036
What tools do developers use daily,4,zfUP1tIC64o,0.4559409
What tools do developers use daily,5,7lEWtEG3vd0,0.44910157
How to automate tasks with code,1,o54etZM-DrY,0.41174063
How to automate tasks with code,2,xJjxQjZTryI,0.38118124
How to automate tasks with code,3,66hDgWottdA,0.36953855
How to automate tasks with code,4,_fGRKMQMl68,0.33311534
How to automate tasks with code,5,QpGTmAoEINA,0.3216937
What is data science and how to start,1,mrRfPVm9nAY,0.44693694
What is data science and how to start,2,26ls5lNiijk,0.4221329
What is data science and how to start,3,g_3IKHG-rfA,0.41612765
What is data science and how to start,4,G9JxuWk7BDA,0.40162015
What is data science and how to start,5,tVskbekONlw,0.3940679
How to visualize data using JavaScript,1,c6IyCwAV6BY,0.49491602
How to visualize data using JavaScript,2,yhTipwdwe9w,0.49303517
How to visualize data using JavaScript,3,ehkDsePv3W8,0.45970726
How to visualize data using JavaScript,4,QgZoz4xFfLE,0.38779086
How to visualize data using JavaScript,5,OarYObjva0E,0.37990755
Introduction to neural networks,1,wu8npoU37cI,0.60208833
Introduction to neural networks,2,fQbBPa0ADvs,0.5251003
Introduction to neural networks,3,kRv2ElPNAdY,0.52468616
Introduction to neural networks,4,GIZzRGYpCbM,0.5225743
Introduction to neural networks,5,tchN4xa4pfg,0.506051
How to train machine learning models,1,tVskbekONlw,0.5701816
How to train machine learning models,2,MZVyASCY8sQ,0.5017692
How to train machine learning models,3,R8h_gpSpEVU,0.47377574
How to train machine learning models,4,UIf-SlmMays,0.43443918
How to train machine learning models,5,tchN4xa4pfg,0.43243927
What is deep learning in simple terms,1,xtGThMTO9rI,0.40414044
What is deep learning in simple terms,2,wu8npoU37cI,0.35564172
What is deep learning in simple terms,3,tVskbekONlw,0.35492077
What is deep learning in simple terms,4,bB5eA7vU9W8,0.34395504
What is deep learning in simple terms,5,ZK6XWSCCgPQ,0.3336699
How to use AI tools for coding,1,MdEexYakkHw,0.757202
How to use AI tools for coding,2,MZVyASCY8sQ,0.6966882
How to use AI tools for coding,3,zkJt9y7ixiY,0.68813014
How to use AI tools for coding,4,UsfpzxZNsPo,0.6664647
How to use AI tools for coding,5,suuDVhYXe5Y,0.62754714
Future of artificial intelligence explained,1,tchN4xa4pfg,0.5378163
Future of artificial intelligence explained,2,aokdrllzkFQ,0.53576577
Future of artificial intelligence explained,3,56Hv0LDjtWM,0.50448483
Future of artificial intelligence explained,4,MZVyASCY8sQ,0.5029512
Future of artificial intelligence explained,5,MdEexYakkHw,0.47879308
How to learn new technologies quickly,1,xJjxQjZTryI,0.53042376
How to learn new technologies quickly,2,MZVyASCY8sQ,0.5072089
How to learn new technologies quickly,3,q4Ovbh3tpU0,0.5054458
How to learn new technologies quickly,4,oRZouQxC5Gw,0.47693253
How to learn new technologies quickly,5,H_3sWUR9v7A,0.4597947
Tips for working remotely as a developer,1,HihwnUepmdg,0.47016412
Tips for working remotely as a developer,2,5y9nVwPwX_o,0.468638
Tips for working remotely as a developer,3,QpGTmAoEINA,0.4651069
Tips for working remotely as a developer,4,ekXUXu7Eejs,0.45693576
Tips for working remotely as a developer,5,GAZkxw6DJJE,0.43998545
How to improve coding productivity,1,o54etZM-DrY,0.52100563
How to improve coding productivity,2,7ysrM5BMe6Q,0.520858
How to improve coding productivity,3,q4Ovbh3tpU0,0.49827617
How to improve coding productivity,4,ekXUXu7Eejs,0.48673058
How to improve coding productivity,5,OGRyln02De4,0.4716074
What is pair programming,1,pdleuy5lljY,0.43646482
What is pair programming,2,LsY7U2Muau8,0.36543402
What is pair programming,3,fQ51cM44o7I,0.32422653
What is pair programming,4,o54etZM-DrY,0.30346364
What is pair programming,5,voPcxCFMbbM,0.28165898
How to review code effectively,1,H3i9DGnMxWQ,0.5101359
How to review code effectively,2,OGRyln02De4,0.4447442
How to review code effectively,3,626BcUO84og,0.4216088
How to review code effectively,4,voPcxCFMbbM,0.34049487
How to review code effectively,5,7yruIW4NvEQ,0.32558212
Best coding practices for teams,1,OGRyln02De4,0.41466096
Best coding practices for teams,2,ldkfMvE36FI,0.4021265
Best coding practices for teams,3,H3i9DGnMxWQ,0.39702433
Best coding practices for teams,4,ekXUXu7Eejs,0.36558646
Best coding practices for teams,5,GAZkxw6DJJE,0.34703043
How to handle large datasets in applications,1,VplSjvnwG_Y,0.3515213
How to handle large datasets in applications,2,xwI5OBEnsZU,0.2848544
How to handle large datasets in applications,3,7G9q_5q82hY,0.27892858
How to handle large datasets in applications,4,mrRfPVm9nAY,0.26768133
How to handle large datasets in applications,5,keTcXT145CI,0.24781545
What is edge computing,1,MdEexYakkHw,0.30982536
What is edge computing,2,LsY7U2Muau8,0.28515962
What is edge computing,3,3GqiUg3Ree4,0.26513344
What is edge computing,4,9q24hqwm4QM,0.26502743
What is edge computing,5,2yF62QE59G8,0.25189316
How to build real-time applications,1,GAZkxw6DJJE,0.42537737
How to build real-time applications,2,gpm1hRv6WL8,0.41443086
How to build real-time applications,3,ldkfMvE36FI,0.39370495
How to build real-time applications,4,cw02dMpWStI,0.38239232
How to build real-time applications,5,HEGrkgpe7-Y,0.37417483
What are the challenges in modern software development,1,zfUP1tIC64o,0.5514417
What are the challenges in modern software development,2,jydYq7oAtD8,0.48419482
What are the challenges in modern software development,3,xJjxQjZTryI,0.43285128
What are the challenges in modern software development,4,s950xhRvqYQ,0.39560175
What are the challenges in modern software development,5,GAZkxw6DJJE,0.39513603
