query,rank,video_id,score
How to improve problem solving in coding,1,xJjxQjZTryI,0.4670463
How to improve problem solving in coding,2,OGRyln02De4,0.43585116
How to improve problem solving in coding,3,o54etZM-DrY,0.38308397
How to improve problem solving in coding,4,7ysrM5BMe6Q,0.36117125
How to improve problem solving in coding,5,MZVyASCY8sQ,0.3514073
Real world applications of machine learning,1,tVskbekONlw,0.45052594
Real world applications of machine learning,2,tchN4xa4pfg,0.4375611
Real world applications of machine learning,3,MdEexYakkHw,0.411356
Real world applications of machine learning,4,_4uQI4ihGVU,0.40557787
Real world applications of machine learning,5,ojkbIKjRLIM,0.3923562
How AI is changing software development,1,MdEexYakkHw,0.6022862
How AI is changing software development,2,MZVyASCY8sQ,0.55109787
How AI is changing software development,3,aokdrllzkFQ,0.52464914
How AI is changing software development,4,2yF62QE59G8,0.49277216
How AI is changing software development,5,suuDVhYXe5Y,0.46886015
Beginner guide to APIs and how they work,1,UsfpzxZNsPo,0.4427479
Beginner guide to APIs and how they work,2,WSsOXo07LeE,0.42621106
Beginner guide to APIs and how they work,3,Kt2E8nblvXU,0.4117558
Beginner guide to APIs and how they work,4,KOutPbKc9UM,0.3845147
Beginner guide to APIs and how they work,5,wu8npoU37cI,0.3636847
How to use REST APIs in projects,1,7lEWtEG3vd0,0.2678179
How to use REST APIs in projects,2,cw02dMpWStI,0.25204873
How to use REST APIs in projects,3,ll1mpTJ4qBU,0.24931662
How to use REST APIs in projects,4,WSsOXo07LeE,0.24286558
How to use REST APIs in projects,5,KOutPbKc9UM,0.23493627
Best practices for writing clean code,1,626BcUO84og,0.4596528
Best practices for writing clean code,2,OGRyln02De4,0.3512751
Best practices for writing clean code,3,7ysrM5BMe6Q,0.2763827
Best practices for writing clean code,4,ekXUXu7Eejs,0.27561587
Best practices for writing clean code,5,xJjxQjZTryI,0.2656561
How to debug code effectively,1,OGRyln02De4,0.4399295
How to debug code effectively,2,ll1mpTJ4qBU,0.4092747
How to debug code effectively,3,DIRnYM2dOs0,0.38001108
How to debug code effectively,4,ldkfMvE36FI,0.3297573
How to debug code effectively,5,iMLGy2wEE_g,0.29946637
Tips for learning data structures and algorithms,1,mrRfPVm9nAY,0.61280847
Tips for learning data structures and algorithms,2,26ls5lNiijk,0.44658145
Tips for learning data structures and algorithms,3,MZVyASCY8sQ,0.42502615
Tips for learning data structures and algorithms,4,xJjxQjZTryI,0.4242087
Tips for learning data structures and algorithms,5,xwI5OBEnsZU,0.41893885
How to prepare for coding interviews,1,BrBMM2gIQN8,0.6674487
How to prepare for coding interviews,2,ekXUXu7Eejs,0.50382334
How to prepare for coding interviews,3,xwI5OBEnsZU,0.42559293
How to prepare for coding interviews,4,H6gHXV6OgFU,0.41503763
How to prepare for coding interviews,5,HihwnUepmdg,0.39824218
What is cloud computing and how to learn it,1,xHUwGx-ZlTM,0.44782478
What is cloud computing and how to learn it,2,tVskbekONlw,0.4211064
What is cloud computing and how to learn it,3,_4uQI4ihGVU,0.40834528
What is cloud computing and how to learn it,4,bB5eA7vU9W8,0.34462023
What is cloud computing and how to learn it,5,gmuTjeQUbTM,0.344002
Introduction to DevOps for beginners,1,bB5eA7vU9W8,0.44227475
Introduction to DevOps for beginners,2,tVskbekONlw,0.43106824
Introduction to DevOps for beginners,3,voPcxCFMbbM,0.40180305
Introduction to DevOps for beginners,4,s950xhRvqYQ,0.38912743
Introduction to DevOps for beginners,5,4T3YlTSWa5s,0.38829884
How to deploy a web application,1,yhtdkuw9mbM,0.282874
How to deploy a web application,2,KOutPbKc9UM,0.2747504
How to deploy a web application,3,BiA08jfr4RU,0.26620984
How to deploy a web application,4,ldkfMvE36FI,0.2648621
How to deploy a web application,5,v7Butot2fHY,0.26103842
What is Docker and how to use it,1,lEcULR30-GM,0.4324637
What is Docker and how to use it,2,n1sfrc-RjyM,0.24025089
What is Docker and how to use it,3,voPcxCFMbbM,0.23619744
What is Docker and how to use it,4,KOutPbKc9UM,0.2127168
What is Docker and how to use it,5,cjam-BWAaL8,0.20467654
How to build scalable applications,1,21_I-12f5JE,0.3942825
How to build scalable applications,2,BMt-qvrEcFY,0.36983472
How to build scalable applications,3,VplSjvnwG_Y,0.3598626
How to build scalable applications,4,xJjxQjZTryI,0.33283275
How to build scalable applications,5,xHUwGx-ZlTM,0.3296414
Best resources to learn programming for free,1,voPcxCFMbbM,0.5228122
Best resources to learn programming for free,2,lw1vTtFyfgg,0.4830623
Best resources to learn programming for free,3,ZK6XWSCCgPQ,0.40427694
Best resources to learn programming for free,4,g_3IKHG-rfA,0.40300918
Best resources to learn programming for free,5,VgBQ0yBSjfM,0.39923018
How to stay motivated while learning to code,1,q4Ovbh3tpU0,0.5217997
How to stay motivated while learning to code,2,H6gHXV6OgFU,0.488846
How to stay motivated while learning to code,3,oRZouQxC5Gw,0.478634
How to stay motivated while learning to code,4,o54etZM-DrY,0.46708027
How to stay motivated while learning to code,5,7ysrM5BMe6Q,0.4353266
What are the latest trends in tech careers,1,H_3sWUR9v7A,0.3350823
What are the latest trends in tech careers,2,FHBBaSUQk1Y,0.3321678
What are the latest trends in tech careers,3,tVf_5pvz5ck,0.325723
What are the latest trends in tech careers,4,gpm1hRv6WL8,0.32109442
What are the latest trends in tech careers,5,zfUP1tIC64o,0.3136484
How to transition into a tech career,1,tVf_5pvz5ck,0.45672715
How to transition into a tech career,2,9tyZL5KIiGU,0.44939718
How to transition into a tech career,3,H6gHXV6OgFU,0.4311545
How to transition into a tech career,4,l2Z9f42HGpY,0.39847356
How to transition into a tech career,5,gpm1hRv6WL8,0.38695747
Beginner guide to cybersecurity,1,9HOpanT0GRs,0.6366214
Beginner guide to cybersecurity,2,wck2LmaMaB4,0.62653923
Beginner guide to cybersecurity,3,ug8W0sFiVJo,0.6049158
Beginner guide to cybersecurity,4,kb_scuDUHls,0.43984503
Beginner guide to cybersecurity,5,fQbBPa0ADvs,0.41359502
What is blockchain and how does it work,1,c6IyCwAV6BY,0.28354287
What is blockchain and how does it work,2,UtV8MfnuIEg,0.24797611
What is blockchain and how does it work,3,GIZzRGYpCbM,0.24566744
What is blockchain and how does it work,4,26ls5lNiijk,0.22818932
What is blockchain and how does it work,5,KOutPbKc9UM,0.22628501
How to build mobile apps with JavaScript,1,HEGrkgpe7-Y,0.46171263
How to build mobile apps with JavaScript,2,v7Butot2fHY,0.4071682
How to build mobile apps with JavaScript,3,21_I-12f5JE,0.39296415
How to build mobile apps with JavaScript,4,y5aKEyPfLKs,0.38303542
How to build mobile apps with JavaScript,5,Fd4XR_EkDHc,0.37853175
What is TypeScript and why use it,1,E2oyLZVBcQw,0.41071272
What is TypeScript and why use it,2,QgZoz4xFfLE,0.38676718
What is TypeScript and why use it,3,ja4OAzPLuM8,0.36465582
What is TypeScript and why use it,4,HEGrkgpe7-Y,0.3318863
What is TypeScript and why use it,5,Fd4XR_EkDHc,0.32835078
How to optimize website performance,1,VplSjvnwG_Y,0.4507026
How to optimize website performance,2,8Si7eCfEpB0,0.39901122
How to optimize website performance,3,b_6KoSdgHiA,0.36319816
How to optimize website performance,4,keTcXT145CI,0.3244047
How to optimize website performance,5,7G9q_5q82hY,0.3019961
What is responsive web design,1,8Si7eCfEpB0,0.4225908
What is responsive web design,2,nbsz6muQRT4,0.40694922
What is responsive web design,3,BiA08jfr4RU,0.35616663
What is responsive web design,4,uWRdzJTpcpI,0.34336782
What is responsive web design,5,baYjd4pFjlw,0.33218083
How to create interactive web experiences,1,yhtdkuw9mbM,0.4519648
How to create interactive web experiences,2,tdsQwuyS6DQ,0.423276
How to create interactive web experiences,3,KOutPbKc9UM,0.3839787
How to create interactive web experiences,4,66hDgWottdA,0.34539497
How to create interactive web experiences,5,QpGTmAoEINA,0.33702767
How to work with animations in web development,1,66hDgWottdA,0.47771657
How to work with animations in web development,2,yhtdkuw9mbM,0.4216855
How to work with animations in web development,3,tdsQwuyS6DQ,0.383621
How to work with animations in web development,4,BiA08jfr4RU,0.37189808
How to work with animations in web development,5,uWRdzJTpcpI,0.37110424
Tips for UI/UX design for developers,1,BiA08jfr4RU,0.42349973
Tips for UI/UX design for developers,2,xJjxQjZTryI,0.41904163
Tips for UI/UX design for developers,3,yhtdkuw9mbM,0.41011262
Tips for UI/UX design for developers,4,Kt2E8nblvXU,0.39299706
Tips for UI/UX design for developers,5,OGRyln02De4,0.38815144
How to use Git and GitHub effectively,1,mAFoROnOfHs,0.65351695
How to use Git and GitHub effectively,2,ZldNCx4AvEM,0.5840039
How to use Git and GitHub effectively,3,voPcxCFMbbM,0.36080638
How to use Git and GitHub effectively,4,D5F8kp_azzw,0.3300675
How to use Git and GitHub effectively,5,cw02dMpWStI,0.31328654
What is open source and how to contribute,1,FHBBaSUQk1Y,0.7131054
What is open source and how to contribute,2,4RGkpzTJjfg,0.6034853
What is open source and how to contribute,3,c1Op7YSTwhg,0.5709588
What is open source and how to contribute,4,7lEWtEG3vd0,0.4876719
What is open source and how to contribute,5,HihwnUepmdg,0.48171872
How to collaborate on coding projects,1,voPcxCFMbbM,0.42451125
How to collaborate on coding projects,2,HihwnUepmdg,0.41146526
How to collaborate on coding projects,3,ekXUXu7Eejs,0.3823907
How to collaborate on coding projects,4,cw02dMpWStI,0.38146657
How to collaborate on coding projects,5,7lEWtEG3vd0,0.3663112
What is test-driven development,1,jydYq7oAtD8,0.38048774
What is test-driven development,2,Yygu7TBWdPs,0.33445585
What is test-driven development,3,s950xhRvqYQ,0.32090944
What is test-driven development,4,7yruIW4NvEQ,0.29337496
What is test-driven development,5,VgBQ0yBSjfM,0.29277754
How to write unit tests for your code,1,Yygu7TBWdPs,0.3624757
How to write unit tests for your code,2,626BcUO84og,0.3000219
How to write unit tests for your code,3,OGRyln02De4,0.2719712
How to write unit tests for your code,4,jydYq7oAtD8,0.2522313
How to write unit tests for your code,5,iMLGy2wEE_g,0.2229892
Best practices for backend development,1,KOutPbKc9UM,0.47263384
Best practices for backend development,2,2Kw3e-1vbBQ,0.40929696
Best practices for backend development,3,21_I-12f5JE,0.38108462
Best practices for backend development,4,BrBMM2gIQN8,0.3499613
Best practices for backend development,5,ldkfMvE36FI,0.3432243
How databases work in web applications,1,26ls5lNiijk,0.41343674
How databases work in web applications,2,KOutPbKc9UM,0.40231746
How databases work in web applications,3,u1T8yyEEKWY,0.2796501
How databases work in web applications,4,uWRdzJTpcpI,0.24595553
How databases work in web applications,5,HEGrkgpe7-Y,0.24300191
SQL vs NoSQL: which one to choose,1,26ls5lNiijk,0.35003915
SQL vs NoSQL: which one to choose,2,u1T8yyEEKWY,0.31049925
SQL vs NoSQL: which one to choose,3,KOutPbKc9UM,0.24222983
SQL vs NoSQL: which one to choose,4,9tyZL5KIiGU,0.20403266
SQL vs NoSQL: which one to choose,5,Tbqmz0ZP8q8,0.19831651
How to manage state in frontend applications,1,keTcXT145CI,0.3054079
How to manage state in frontend applications,2,VplSjvnwG_Y,0.19827278
How to manage state in frontend applications,3,21_I-12f5JE,0.18814316
How to manage state in frontend applications,4,odP153inZUo,0.18188567
How to manage state in frontend applications,5,I7_WXKhyGms,0.17913665
What is serverless architecture,1,xHUwGx-ZlTM,0.52843416
What is serverless architecture,2,BMt-qvrEcFY,0.39337727
What is serverless architecture,3,21_I-12f5JE,0.24025235
What is serverless architecture,4,KOutPbKc9UM,0.23036146
What is serverless architecture,5,uWRdzJTpcpI,0.22411732
How to build APIs from scratch,1,21_I-12f5JE,0.35872042
How to build APIs from scratch,2,xJjxQjZTryI,0.32729426
How to build APIs from scratch,3,D5F8kp_azzw,0.31644207
How to build APIs from scratch,4,Kt2E8nblvXU,0.31509948
How to build APIs from scratch,5,v7Butot2fHY,0.3008765
What is microservices architecture,1,xHUwGx-ZlTM,0.52726364
What is microservices architecture,2,9q24hqwm4QM,0.3190371
What is microservices architecture,3,BMt-qvrEcFY,0.2907139
What is microservices architecture,4,_4uQI4ihGVU,0.28212303
What is microservices architecture,5,21_I-12f5JE,0.28130096
How to structure large codebases,1,ldkfMvE36FI,0.38581556
How to structure large codebases,2,mrRfPVm9nAY,0.31145453
How to structure large codebases,3,2Kw3e-1vbBQ,0.27792776
How to structure large codebases,4,OGRyln02De4,0.26406604
How to structure large codebases,5,H3i9DGnMxWQ,0.26025134
Tips for learning programming faster,1,q4Ovbh3tpU0,0.53233427
Tips for learning programming faster,2,MZVyASCY8sQ,0.46694148
Tips for learning programming faster,3,oRZouQxC5Gw,0.42602372
Tips for learning programming faster,4,o54etZM-DrY,0.4115421
Tips for learning programming faster,5,xJjxQjZTryI,0.40515506
Common mistakes beginners make in coding,1,OGRyln02De4,0.4701261
Common mistakes beginners make in coding,2,w_BIYb6WbtU,0.43317503
Common mistakes beginners make in coding,3,7ysrM5BMe6Q,0.41297555
Common mistakes beginners make in coding,4,xJjxQjZTryI,0.40605193
Common mistakes beginners make in coding,5,oRZouQxC5Gw,0.3558915
How to build a portfolio as a developer,1,yhtdkuw9mbM,0.5138415
How to build a portfolio as a developer,2,tdsQwuyS6DQ,0.39971247
How to build a portfolio as a developer,3,gpm1hRv6WL8,0.37686875
How to build a portfolio as a developer,4,Bufi2i2fLT0,0.32294047
How to build a portfolio as a developer,5,BiA08jfr4RU,0.322731
What projects should beginners build,1,xJjxQjZTryI,0.53556985
What projects should beginners build,2,yhtdkuw9mbM,0.44715726
What projects should beginners build,3,BiA08jfr4RU,0.4432035
What projects should beginners build,4,21_I-12f5JE,0.42183393
What projects should beginners build,5,Kt2E8nblvXU,0.41610205
How to learn coding without a degree,1,H6gHXV6OgFU,0.547227
How to learn coding without a degree,2,ekXUXu7Eejs,0.53236383
How to learn coding without a degree,3,voPcxCFMbbM,0.4856
How to learn coding without a degree,4,7ysrM5BMe6Q,0.431587
How to learn coding without a degree,5,lw1vTtFyfgg,0.4287657
Day in the life of a software developer,1,gpm1hRv6WL8,0.6630155
Day in the life of a software developer,2,q4Ovbh3tpU0,0.48933256
Day in the life of a software developer,3,7ysrM5BMe6Q,0.41893858
Day in the life of a software developer,4,LsY7U2Muau8,0.38229635
Day in the life of a software developer,5,zfUP1tIC64o,0.376066
What tools do developers use daily,1,MdEexYakkHw,0.44747412
What tools do developers use daily,2,gpm1hRv6WL8,0.42706966
What tools do developers use daily,3,H_3sWUR9v7A,0.42444384
What tools do developers use daily,4,zfUP1tIC64o,0.41164464
What tools do developers use daily,5,zkJt9y7ixiY,0.3931377
How to automate tasks with code,1,o54etZM-DrY,0.35899246
How to automate tasks with code,2,xJjxQjZTryI,0.34297803
How to automate tasks with code,3,66hDgWottdA,0.32488376
How to automate tasks with code,4,_fGRKMQMl68,0.29471928
How to automate tasks with code,5,q4Ovbh3tpU0,0.27628377
What is data science and how to start,1,mrRfPVm9nAY,0.39426363
What is data science and how to start,2,26ls5lNiijk,0.3815331
What is data science and how to start,3,g_3IKHG-rfA,0.37274545
What is data science and how to start,4,G9JxuWk7BDA,0.36403686
What is data science and how to start,5,xwI5OBEnsZU,0.35151383
How to visualize data using JavaScript,1,c6IyCwAV6BY,0.4453341
How to visualize data using JavaScript,2,ehkDsePv3W8,0.42963314
How to visualize data using JavaScript,3,yhTipwdwe9w,0.41194856
How to visualize data using JavaScript,4,QgZoz4xFfLE,0.37004954
How to visualize data using JavaScript,5,OarYObjva0E,0.33959895
Introduction to neural networks,1,wu8npoU37cI,0.5452277
Introduction to neural networks,2,fQbBPa0ADvs,0.48393643
Introduction to neural networks,3,kRv2ElPNAdY,0.48216897
Introduction to neural networks,4,GIZzRGYpCbM,0.4576589
Introduction to neural networks,5,Kt2E8nblvXU,0.45697218
How to train machine learning models,1,tVskbekONlw,0.5080788
How to train machine learning models,2,MZVyASCY8sQ,0.45742586
How to train machine learning models,3,R8h_gpSpEVU,0.41915476
How to train machine learning models,4,wu8npoU37cI,0.39072615
How to train machine learning models,5,Kt2E8nblvXU,0.388664
What is deep learning in simple terms,1,xtGThMTO9rI,0.35369083
What is deep learning in simple terms,2,wu8npoU37cI,0.3220552
What is deep learning in simple terms,3,bB5eA7vU9W8,0.31661054
What is deep learning in simple terms,4,tVskbekONlw,0.31626368
What is deep learning in simple terms,5,_4uQI4ihGVU,0.29731858
How to use AI tools for coding,1,MdEexYakkHw,0.6798665
How to use AI tools for coding,2,MZVyASCY8sQ,0.6351192
How to use AI tools for coding,3,UsfpzxZNsPo,0.6091519
How to use AI tools for coding,4,zkJt9y7ixiY,0.57924306
How to use AI tools for coding,5,suuDVhYXe5Y,0.5384574
Future of artificial intelligence explained,1,tchN4xa4pfg,0.4722435
Future of artificial intelligence explained,2,aokdrllzkFQ,0.46569192
Future of artificial intelligence explained,3,MZVyASCY8sQ,0.45850348
Future of artificial intelligence explained,4,56Hv0LDjtWM,0.43016315
Future of artificial intelligence explained,5,MdEexYakkHw,0.4298923
How to learn new technologies quickly,1,xJjxQjZTryI,0.47726297
How to learn new technologies quickly,2,MZVyASCY8sQ,0.46238494
How to learn new technologies quickly,3,q4Ovbh3tpU0,0.442093
How to learn new technologies quickly,4,H_3sWUR9v7A,0.43857408
How to learn new technologies quickly,5,oRZouQxC5Gw,0.41304362
Tips for working remotely as a developer,1,ekXUXu7Eejs,0.41990602
Tips for working remotely as a developer,2,HihwnUepmdg,0.39174962
Tips for working remotely as a developer,3,5y9nVwPwX_o,0.3911821
Tips for working remotely as a developer,4,QpGTmAoEINA,0.37351328
Tips for working remotely as a developer,5,q4Ovbh3tpU0,0.35985088
How to improve coding productivity,1,o54etZM-DrY,0.4542595
How to improve coding productivity,2,ekXUXu7Eejs,0.44728637
How to improve coding productivity,3,7ysrM5BMe6Q,0.44331673
How to improve coding productivity,4,q4Ovbh3tpU0,0.43582207
How to improve coding productivity,5,H6gHXV6OgFU,0.42588627
What is pair programming,1,pdleuy5lljY,0.38359687
What is pair programming,2,LsY7U2Muau8,0.33261314
What is pair programming,3,fQ51cM44o7I,0.28435886
What is pair programming,4,o54etZM-DrY,0.2645869
What is pair programming,5,voPcxCFMbbM,0.24382807
How to review code effectively,1,H3i9DGnMxWQ,0.39635882
How to review code effectively,2,OGRyln02De4,0.37365934
How to review code effectively,3,626BcUO84og,0.37241173
How to review code effectively,4,voPcxCFMbbM,0.2947614
How to review code effectively,5,Ufy1FyqvfKM,0.2734728
Best coding practices for teams,1,OGRyln02De4,0.34838444
Best coding practices for teams,2,ekXUXu7Eejs,0.33595955
Best coding practices for teams,3,ldkfMvE36FI,0.32253557
Best coding practices for teams,4,26ls5lNiijk,0.30915117
Best coding practices for teams,5,H3i9DGnMxWQ,0.30847478
How to handle large datasets in applications,1,VplSjvnwG_Y,0.32558826
How to handle large datasets in applications,2,xwI5OBEnsZU,0.25555435
How to handle large datasets in applications,3,7G9q_5q82hY,0.24653363
How to handle large datasets in applications,4,mrRfPVm9nAY,0.23613405
How to handle large datasets in applications,5,keTcXT145CI,0.22559515
What is edge computing,1,MdEexYakkHw,0.27818185
What is edge computing,2,LsY7U2Muau8,0.25954854
What is edge computing,3,3GqiUg3Ree4,0.23282737
What is edge computing,4,fQbBPa0ADvs,0.23109972
What is edge computing,5,H_3sWUR9v7A,0.2298388
How to build real-time applications,1,gpm1hRv6WL8,0.36000907
How to build real-time applications,2,BMt-qvrEcFY,0.35096544
How to build real-time applications,3,21_I-12f5JE,0.34099558
How to build real-time applications,4,GAZkxw6DJJE,0.33705747
How to build real-time applications,5,ll1mpTJ4qBU,0.32762474
What are the challenges in modern software development,1,zfUP1tIC64o,0.49786726
What are the challenges in modern software development,2,jydYq7oAtD8,0.4207377
What are the challenges in modern software development,3,xJjxQjZTryI,0.3894695
What are the challenges in modern software development,4,H_3sWUR9v7A,0.37440273
What are the challenges in modern software development,5,vc5T3VmCar0,0.3470168
