query,rank,video_id,score
How to deploy a web application,2,KOutPbKc9UM,-1.088527889482582
How to deploy a web application,3,ldkfMvE36FI,-1.1232350877157942
How to deploy a web application,4,BiA08jfr4RU,-1.1308867162918623
How to deploy a web application,5,HEGrkgpe7-Y,-1.1378458388044053
What is Docker and how to use it,1,lEcULR30-GM,-0.9558466913099612
What is Docker and how to use it,2,wP8SiwiExBk,-1.0992536459679978
What is Docker and how to use it,3,hP931079TMw,-1.1275536231362335
What is Docker and how to use it,4,odP153inZUo,-1.1509812755589377
What is Docker and how to use it,5,Fr9GqFwl6NM,-1.1682317793309107
How to build scalable applications,1,HEGrkgpe7-Y,-1.03815711998067
How to build scalable applications,2,7lEWtEG3vd0,-1.0510667260147846
How to build scalable applications,3,H3i9DGnMxWQ,-1.068829936712038
How to build scalable applications,4,xHUwGx-ZlTM,-1.0689836140509175
How to build scalable applications,5,D5F8kp_azzw,-1.0716088923371456
Best resources to learn programming for free,1,voPcxCFMbbM,-0.844245982039396
Best resources to learn programming for free,2,lw1vTtFyfgg,-0.8559164405650267
Best resources to learn programming for free,3,ZK6XWSCCgPQ,-0.9025073067117266
Best resources to learn programming for free,4,66hDgWottdA,-0.9140509528058977
Best resources to learn programming for free,5,cjam-BWAaL8,-0.9346055934703923
How to stay motivated while learning to code,1,q4Ovbh3tpU0,-0.8468354645645293
How to stay motivated while learning to code,2,o54etZM-DrY,-0.8857747650350328
How to stay motivated while learning to code,3,oRZouQxC5Gw,-0.925618679735513
How to stay motivated while learning to code,4,OGRyln02De4,-0.9406838672164606
How to stay motivated while learning to code,5,QpGTmAoEINA,-0.9691259835514343
What are the latest trends in tech careers,1,56Hv0LDjtWM,-0.9971023478326079
What are the latest trends in tech careers,2,9q24hqwm4QM,-1.0104912572355385
What are the latest trends in tech careers,3,9tyZL5KIiGU,-1.016973352711561
What are the latest trends in tech careers,4,tPeyD3ELDHw,-1.0207488255297017
What are the latest trends in tech careers,5,wck2LmaMaB4,-1.0455373800170793
How to transition into a tech career,1,9tyZL5KIiGU,-0.9231566679398413
How to transition into a tech career,2,9q24hqwm4QM,-0.9775468250813645
How to transition into a tech career,3,tVf_5pvz5ck,-0.9784026937964166
How to transition into a tech career,4,H6gHXV6OgFU,-0.9900327548703421
How to transition into a tech career,5,Bufi2i2fLT0,-0.9969975826476428
Beginner guide to cybersecurity,1,9HOpanT0GRs,-0.7327235243205453
Beginner guide to cybersecurity,2,ug8W0sFiVJo,-0.8286404785745524
Beginner guide to cybersecurity,3,wck2LmaMaB4,-0.8481666303163095
Beginner guide to cybersecurity,4,fQbBPa0ADvs,-0.9906951875351581
Beginner guide to cybersecurity,5,kb_scuDUHls,-1.000605187309623
What is blockchain and how does it work,1,c6IyCwAV6BY,-1.1253029597392603
What is blockchain and how does it work,2,UtV8MfnuIEg,-1.1497687442867974
What is blockchain and how does it work,3,7lEWtEG3vd0,-1.1769315956054613
What is blockchain and how does it work,4,GIZzRGYpCbM,-1.1842928466886997
What is blockchain and how does it work,5,slfaeQLn1cY,-1.189371370754894
How to build mobile apps with JavaScript,1,HEGrkgpe7-Y,-0.9230374879266019
How to build mobile apps with JavaScript,2,Fd4XR_EkDHc,-0.9525416146813767
How to build mobile apps with JavaScript,3,v7Butot2fHY,-0.9655346546208385
How to build mobile apps with JavaScript,4,y5aKEyPfLKs,-1.0008698509974308
How to build mobile apps with JavaScript,5,xJjxQjZTryI,-1.0149439822350843
What is TypeScript and why use it,1,Fd4XR_EkDHc,-0.9685391202898659
What is TypeScript and why use it,2,HEGrkgpe7-Y,-0.9827489367620554
What is TypeScript and why use it,3,E2oyLZVBcQw,-0.9844563579449062
What is TypeScript and why use it,4,ja4OAzPLuM8,-0.9924488168243757
What is TypeScript and why use it,5,y5aKEyPfLKs,-1.0321631445654502
How to optimize website performance,1,VplSjvnwG_Y,-0.9718724705592243
How to optimize website performance,2,keTcXT145CI,-1.0774143107923198
How to optimize website performance,3,b_6KoSdgHiA,-1.0856031092004035
How to optimize website performance,4,H3i9DGnMxWQ,-1.1419515762973367
How to optimize website performance,5,BRksIg2jkbo,-1.1471077333417457
What is responsive web design,1,BiA08jfr4RU,-1.050607584958376
What is responsive web design,2,nbsz6muQRT4,-1.053620105960981
What is responsive web design,3,c6IyCwAV6BY,-1.0826449614928482
What is responsive web design,4,8Si7eCfEpB0,-1.0827615726022388
What is responsive web design,5,baYjd4pFjlw,-1.0839648339112415
How to create interactive web experiences,1,yhtdkuw9mbM,-0.9035433879039424
How to create interactive web experiences,2,tdsQwuyS6DQ,-0.9429799207534432
How to create interactive web experiences,3,c6IyCwAV6BY,-0.9650501638658664
How to create interactive web experiences,4,BiA08jfr4RU,-0.9739770954638336
How to create interactive web experiences,5,QpGTmAoEINA,-0.9800493643729019
How to work with animations in web development,1,yhtdkuw9mbM,-0.9400731278281884
How to work with animations in web development,2,tdsQwuyS6DQ,-0.985909723808159
How to work with animations in web development,3,66hDgWottdA,-0.9959579010558252
How to work with animations in web development,4,uWRdzJTpcpI,-0.9964168958395039
How to work with animations in web development,5,BiA08jfr4RU,-1.0062385131798632
Tips for UI/UX design for developers,1,OGRyln02De4,-0.941908914890364
Tips for UI/UX design for developers,2,BiA08jfr4RU,-0.9719955017861615
Tips for UI/UX design for developers,3,HihwnUepmdg,-1.014149355839803
Tips for UI/UX design for developers,4,7ysrM5BMe6Q,-1.017118090482037
Tips for UI/UX design for developers,5,ldkfMvE36FI,-1.0213030131874516
How to use Git and GitHub effectively,1,mAFoROnOfHs,-0.7016186781874797
How to use Git and GitHub effectively,2,ZldNCx4AvEM,-0.7733693871339968
How to use Git and GitHub effectively,3,cw02dMpWStI,-0.9941196233349033
How to use Git and GitHub effectively,4,CcQwCGUdRmw,-1.0288564923557386
How to use Git and GitHub effectively,5,7lEWtEG3vd0,-1.058289312172609
What is open source and how to contribute,1,FHBBaSUQk1Y,-0.5832361206582203
What is open source and how to contribute,2,4RGkpzTJjfg,-0.6898920876372718
What is open source and how to contribute,3,c1Op7YSTwhg,-0.6989058819689684
What is open source and how to contribute,4,HihwnUepmdg,-0.7607761542180836
What is open source and how to contribute,5,7lEWtEG3vd0,-0.7696569369611758
How to collaborate on coding projects,1,cw02dMpWStI,-0.929185859671268
How to collaborate on coding projects,2,HihwnUepmdg,-0.9496988165659948
How to collaborate on coding projects,3,7lEWtEG3vd0,-0.9503212484006855
How to collaborate on coding projects,4,OGRyln02De4,-0.9587937872437631
How to collaborate on coding projects,5,ldkfMvE36FI,-0.9904173887299232
What is test-driven development,1,jydYq7oAtD8,-0.9722408073199157
What is test-driven development,2,7yruIW4NvEQ,-1.0141641968182418
What is test-driven development,3,Yygu7TBWdPs,-1.0157886137662857
What is test-driven development,4,tZef2ZzbyuQ,-1.025260230195634
What is test-driven development,5,s950xhRvqYQ,-1.053765464177485
How to write unit tests for your code,1,Yygu7TBWdPs,-0.9627257892519314
How to write unit tests for your code,2,jydYq7oAtD8,-1.0471020023974549
How to write unit tests for your code,3,tZef2ZzbyuQ,-1.0864186075698221
How to write unit tests for your code,4,OGRyln02De4,-1.0946720052417425
How to write unit tests for your code,5,626BcUO84og,-1.11819935468907
Best practices for backend development,1,KOutPbKc9UM,-0.8688396590378061
Best practices for backend development,2,ldkfMvE36FI,-1.0192768772651486
Best practices for backend development,3,OGRyln02De4,-1.0386036186047272
Best practices for backend development,4,7lEWtEG3vd0,-1.041907489666232
Best practices for backend development,5,HihwnUepmdg,-1.0434712926848628
How databases work in web applications,1,26ls5lNiijk,-0.8842957039813031
How databases work in web applications,2,u1T8yyEEKWY,-0.963232233781059
How databases work in web applications,3,KOutPbKc9UM,-1.0502683440868432
How databases work in web applications,4,Q7P20fHJlm4,-1.0781936428333316
How databases work in web applications,5,QpGTmAoEINA,-1.0926503728799384
SQL vs NoSQL: which one to choose,1,26ls5lNiijk,-0.9998479340007508
SQL vs NoSQL: which one to choose,2,u1T8yyEEKWY,-1.0219659684213802
SQL vs NoSQL: which one to choose,3,Q7P20fHJlm4,-1.1264619704620122
SQL vs NoSQL: which one to choose,4,7lEWtEG3vd0,-1.1565632024711245
SQL vs NoSQL: which one to choose,5,9tyZL5KIiGU,-1.1585019476794451
How to manage state in frontend applications,1,keTcXT145CI,-1.0961844696617986
How to manage state in frontend applications,2,HEGrkgpe7-Y,-1.1748201938877247
How to manage state in frontend applications,3,QpGTmAoEINA,-1.1900414909863604
How to manage state in frontend applications,4,KOutPbKc9UM,-1.1927370686492254
How to manage state in frontend applications,5,5y9nVwPwX_o,-1.1932586046735385
What is serverless architecture,1,xHUwGx-ZlTM,-0.8941476467809261
What is serverless architecture,2,BMt-qvrEcFY,-0.9968796120298906
What is serverless architecture,3,uWRdzJTpcpI,-1.1351603087662157
What is serverless architecture,4,UIf-SlmMays,-1.1542676919963708
What is serverless architecture,5,Q7P20fHJlm4,-1.1578508876943499
How to build APIs from scratch,1,xJjxQjZTryI,-1.0176199552849379
How to build APIs from scratch,2,ldkfMvE36FI,-1.0284290534934293
How to build APIs from scratch,3,suuDVhYXe5Y,-1.0358928609919267
How to build APIs from scratch,4,ll1mpTJ4qBU,-1.036345112018538
How to build APIs from scratch,5,7lEWtEG3vd0,-1.0418889796278155
What is microservices architecture,1,xHUwGx-ZlTM,-0.9702406942552085
What is microservices architecture,2,tr5Fapv80Cw,-1.0965615549981733
What is microservices architecture,3,9q24hqwm4QM,-1.1253956213960274
What is microservices architecture,4,GIZzRGYpCbM,-1.1454880111390229
What is microservices architecture,5,BMt-qvrEcFY,-1.1499813181261258
How to structure large codebases,1,ldkfMvE36FI,-0.9572962693676552
How to structure large codebases,2,cjam-BWAaL8,-1.0053305760723976
How to structure large codebases,3,mrRfPVm9nAY,-1.0103128344787202
How to structure large codebases,4,OGRyln02De4,-1.0314611224739674
How to structure large codebases,5,H3i9DGnMxWQ,-1.0711665686143228
Tips for learning programming faster,1,q4Ovbh3tpU0,-0.8106650520337153
Tips for learning programming faster,2,ZK6XWSCCgPQ,-0.8556033323318287
Tips for learning programming faster,3,MZVyASCY8sQ,-0.869093556062792
Tips for learning programming faster,4,66hDgWottdA,-0.8939432270718142
Tips for learning programming faster,5,voPcxCFMbbM,-0.939990878472691
Common mistakes beginners make in coding,1,OGRyln02De4,-0.8967358182810905
Common mistakes beginners make in coding,2,7ysrM5BMe6Q,-0.9419854386497013
Common mistakes beginners make in coding,3,pdleuy5lljY,-0.9448628800430607
Common mistakes beginners make in coding,4,w_BIYb6WbtU,-0.9915791197171313
Common mistakes beginners make in coding,5,xJjxQjZTryI,-0.9945025835831783
How to build a portfolio as a developer,1,yhtdkuw9mbM,-0.9514144370280194
How to build a portfolio as a developer,2,tdsQwuyS6DQ,-0.9906637403342542
How to build a portfolio as a developer,3,IRcL5as-RaE,-1.0115158805939475
How to build a portfolio as a developer,4,GAZkxw6DJJE,-1.0121639614982265
How to build a portfolio as a developer,5,BiA08jfr4RU,-1.0126481246682086
What projects should beginners build,1,xJjxQjZTryI,-0.9056622740807904
What projects should beginners build,2,cw02dMpWStI,-0.9211455565192738
What projects should beginners build,3,7lEWtEG3vd0,-0.9563446349628358
What projects should beginners build,4,BiA08jfr4RU,-0.9712323811241734
What projects should beginners build,5,voPcxCFMbbM,-0.9818735617593487
How to learn coding without a degree,1,H6gHXV6OgFU,-0.8537724884851505
How to learn coding without a degree,2,lw1vTtFyfgg,-0.8846505055376115
How to learn coding without a degree,3,ekXUXu7Eejs,-0.8885271548295763
How to learn coding without a degree,4,voPcxCFMbbM,-0.9135671336145726
How to learn coding without a degree,5,QpGTmAoEINA,-0.9481410220678259
Day in the life of a software developer,1,gpm1hRv6WL8,-0.6726883089830957
Day in the life of a software developer,2,q4Ovbh3tpU0,-0.9138376975521759
Day in the life of a software developer,3,7ysrM5BMe6Q,-0.9251916765629425
Day in the life of a software developer,4,DzVm161M4Kk,-0.9273579535502053
Day in the life of a software developer,5,lIghF_OewYg,-0.9393620446566416
What tools do developers use daily,1,MdEexYakkHw,-0.9126366568147881
What tools do developers use daily,2,gpm1hRv6WL8,-0.9415370442886504
What tools do developers use daily,3,7yruIW4NvEQ,-0.9562523970661698
What tools do developers use daily,4,7lEWtEG3vd0,-0.9700403413807176
What tools do developers use daily,5,zfUP1tIC64o,-0.98497985328694
How to automate tasks with code,1,suuDVhYXe5Y,-0.9834184060254282
How to automate tasks with code,2,UsfpzxZNsPo,-1.0170610980898669
How to automate tasks with code,3,xJjxQjZTryI,-1.0336072581318085
How to automate tasks with code,4,QpGTmAoEINA,-1.0620674119952331
How to automate tasks with code,5,OGRyln02De4,-1.0650656507439253
What is data science and how to start,1,mrRfPVm9nAY,-0.9768620472251
What is data science and how to start,2,26ls5lNiijk,-1.003037291015815
What is data science and how to start,3,MZVyASCY8sQ,-1.0483620138943526
What is data science and how to start,4,g_3IKHG-rfA,-1.0512193670846113
What is data science and how to start,5,xMrOFhk6Rng,-1.0619662249390422
How to visualize data using JavaScript,1,c6IyCwAV6BY,-0.9550410807308617
How to visualize data using JavaScript,2,ehkDsePv3W8,-0.997106876001621
How to visualize data using JavaScript,3,Fd4XR_EkDHc,-1.040545559985211
How to visualize data using JavaScript,4,UtV8MfnuIEg,-1.054818232856569
How to visualize data using JavaScript,5,kFEBs8wuhiU,-1.0598533382360333
Introduction to neural networks,1,wu8npoU37cI,-1.032006302106273
Introduction to neural networks,2,tchN4xa4pfg,-1.0505437948640037
Introduction to neural networks,3,kRv2ElPNAdY,-1.0747199892207906
Introduction to neural networks,4,MZVyASCY8sQ,-1.0779719854968555
Introduction to neural networks,5,UIf-SlmMays,-1.079146157503074
How to train machine learning models,1,MZVyASCY8sQ,-0.9935172369868522
How to train machine learning models,2,tVskbekONlw,-1.005686695625825
How to train machine learning models,3,R8h_gpSpEVU,-1.0162917148987378
How to train machine learning models,4,7G9q_5q82hY,-1.0265769606867972
How to train machine learning models,5,tchN4xa4pfg,-1.0306513296179602
What is deep learning in simple terms,1,kRv2ElPNAdY,-1.070280136275497
What is deep learning in simple terms,2,aokdrllzkFQ,-1.0802208151013473
What is deep learning in simple terms,3,zkJt9y7ixiY,-1.0882555579766897
What is deep learning in simple terms,4,lw1vTtFyfgg,-1.1047379410531162
What is deep learning in simple terms,5,wu8npoU37cI,-1.1071146198952664
How to use AI tools for coding,1,MdEexYakkHw,-0.7293297948391892
How to use AI tools for coding,2,suuDVhYXe5Y,-0.7423166797572569
How to use AI tools for coding,3,MZVyASCY8sQ,-0.8070483524182249
How to use AI tools for coding,4,zkJt9y7ixiY,-0.8155456539530211
How to use AI tools for coding,5,UsfpzxZNsPo,-0.8415061990598993
Future of artificial intelligence explained,1,aokdrllzkFQ,-0.8463820149643629
Future of artificial intelligence explained,2,Fi8vnYgMiHA,-0.8965266879693858
Future of artificial intelligence explained,3,tchN4xa4pfg,-0.9050449773388354
Future of artificial intelligence explained,4,gmuTjeQUbTM,-0.9089645247817878
Future of artificial intelligence explained,5,tr5Fapv80Cw,-0.9149264284283718
How to learn new technologies quickly,1,xJjxQjZTryI,-0.9507403129587901
How to learn new technologies quickly,2,oRZouQxC5Gw,-0.9555204870113814
How to learn new technologies quickly,3,MZVyASCY8sQ,-0.9625575960842809
How to learn new technologies quickly,4,QpGTmAoEINA,-0.9628831264605534
How to learn new technologies quickly,5,ZK6XWSCCgPQ,-0.9702253737332294
Tips for working remotely as a developer,1,IRcL5as-RaE,-0.9798560779833233
Tips for working remotely as a developer,2,5y9nVwPwX_o,-1.0007674868687204
Tips for working remotely as a developer,3,HihwnUepmdg,-1.0088831795993252
Tips for working remotely as a developer,4,QpGTmAoEINA,-1.0094381113780762
Tips for working remotely as a developer,5,ekXUXu7Eejs,-1.0282371511938646
How to improve coding productivity,1,H3i9DGnMxWQ,-0.9161955621314107
How to improve coding productivity,2,o54etZM-DrY,-0.9168903621207295
How to improve coding productivity,3,OGRyln02De4,-0.923674725086908
How to improve coding productivity,4,7ysrM5BMe6Q,-0.9272730669149757
How to improve coding productivity,5,ekXUXu7Eejs,-0.9551157695474173
What is pair programming,1,LsY7U2Muau8,-1.017775186398795
What is pair programming,2,fQ51cM44o7I,-1.0287712630735535
What is pair programming,3,pdleuy5lljY,-1.0604974148915425
What is pair programming,4,ZK6XWSCCgPQ,-1.0698842851307917
What is pair programming,5,hM2T45qbIPI,-1.0942753379678694
How to review code effectively,1,H3i9DGnMxWQ,-0.8681102824625018
How to review code effectively,2,OGRyln02De4,-0.9337494404038071
How to review code effectively,3,626BcUO84og,-1.002888054609796
How to review code effectively,4,7yruIW4NvEQ,-1.0440361917615502
How to review code effectively,5,ldkfMvE36FI,-1.081230339213937
Best coding practices for teams,1,OGRyln02De4,-0.9673103591682297
Best coding practices for teams,2,H3i9DGnMxWQ,-1.0141570094152643
Best coding practices for teams,3,cfOI7PBhkWk,-1.0460022123205739
Best coding practices for teams,4,s950xhRvqYQ,-1.0521460071784883
Best coding practices for teams,5,uJrh9GHrC38,-1.053085566318237
How to handle large datasets in applications,1,mrRfPVm9nAY,-1.0742978992546255
How to handle large datasets in applications,2,7G9q_5q82hY,-1.1164783460673235
How to handle large datasets in applications,3,26ls5lNiijk,-1.132039549541898
How to handle large datasets in applications,4,xwI5OBEnsZU,-1.1409243855805715
How to handle large datasets in applications,5,hM2T45qbIPI,-1.1521932985385774
What is edge computing,1,GIZzRGYpCbM,-1.1164449215276302
What is edge computing,2,9q24hqwm4QM,-1.1177532228279037
What is edge computing,3,MdEexYakkHw,-1.1307572802302825
What is edge computing,4,tPeyD3ELDHw,-1.137521739027554
What is edge computing,5,UIf-SlmMays,-1.1390699416340444
How to build real-time applications,1,HEGrkgpe7-Y,-1.0707638536962059
How to build real-time applications,2,suuDVhYXe5Y,-1.073275405113012
How to build real-time applications,3,7yruIW4NvEQ,-1.0741113304989383
How to build real-time applications,4,QpGTmAoEINA,-1.0767909837924874
How to build real-time applications,5,GIZzRGYpCbM,-1.0775856445157506
What are the challenges in modern software development,1,zfUP1tIC64o,-0.9397707788352798
What are the challenges in modern software development,2,tZef2ZzbyuQ,-0.9590780290440003
What are the challenges in modern software development,3,7yruIW4NvEQ,-0.9792137674287834
What are the challenges in modern software development,4,s950xhRvqYQ,-0.9874606313567373
What are the challenges in modern software development,5,lIghF_OewYg,-1.0083359520507893
